antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'FORMACAO_MAE_CATEG_2'}),frozenset({'NUMERO_COMPUTADORES_CATEG_0'}),0.2615346515792281,0.6639234960185926,0.19158380005333944,0.7325369655473815,1.1033454455825848,0.017944799846853793,1.2565344017322284,0.12683809598586146
frozenset({'FORMACAO_MAE_CATEG_2'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.2615346515792281,0.817198155979731,0.2352459328685183,0.8994828465292446,1.1006912337569623,0.02152029787317164,1.8186134177929503,0.12387852715987764
frozenset({'FORMACAO_MAE_CATEG_2'}),frozenset({'REPROVOU_CATEG_0'}),0.2615346515792281,0.7496475787709072,0.19386977559340116,0.7412775875883166,0.9888347652688833,-0.0021890427276600177,0.9676487587427407,-0.015059959456346379
frozenset({'FORMACAO_MAE_CATEG_2'}),frozenset({'ABANDONOU_CATEG_0'}),0.2615346515792281,0.9072084428696613,0.23528403246085267,0.8996285235632602,0.9916447875171615,-0.00198241155479828,0.9244813409596656,-0.011280910752727946
frozenset({'FORMACAO_MAE_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.16567607726597325,0.7307501809730635,0.12685259267725835,0.7656663217201334,1.0477812276427707,0.005784769232241138,1.149001803767059,0.05465778075775572
frozenset({'FORMACAO_MAE_CATEG_3'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.16567607726597325,0.817198155979731,0.1348344572713072,0.8138438542025985,0.9958953630125229,-0.0005557275604015921,0.9819812461051753,-0.004915709589301854
frozenset({'FORMACAO_MAE_CATEG_3'}),frozenset({'REPROVOU_CATEG_0'}),0.16567607726597325,0.7496475787709072,0.12753838533927686,0.7698056801195814,1.0268901039895635,0.003339715156578285,1.087569933780929,0.031385844355611536
frozenset({'FORMACAO_MAE_CATEG_3'}),frozenset({'ABANDONOU_CATEG_0'}),0.16567607726597325,0.9072084428696613,0.1521697717834419,0.9184776359664252,1.012421834458592,0.0018670357062246234,1.1382343756876665,0.014705829893549089
frozenset({'FORMACAO_MAE_CATEG_4'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.2110717415323656,0.7307501809730635,0.17602011658475256,0.8339350180505416,1.1412039842947115,0.02177940326167671,1.6213521710969878,0.1568361452941549
frozenset({'FORMACAO_MAE_CATEG_4'}),frozenset({'REPROVOU_CATEG_0'}),0.2110717415323656,0.7496475787709072,0.16628567074332304,0.7878158844765343,1.0509149989761941,0.008056250756626443,1.1798829550056777,0.06141021765678906
frozenset({'FORMACAO_MAE_CATEG_4'}),frozenset({'ABANDONOU_CATEG_0'}),0.2110717415323656,0.9072084428696613,0.1970320417571532,0.9334837545126353,1.0289628164833438,0.005545975787788177,1.395020967441183,0.03567825451130158
frozenset({'FORMACAO_PAI_CATEG_0'}),frozenset({'NUMERO_COMPUTADORES_CATEG_0'}),0.21221472930239646,0.6639234960185926,0.16175181925553397,0.7622082585278277,1.1480362769183918,0.02085747427044765,1.4133228593253604,0.16368341828151356
frozenset({'FORMACAO_PAI_CATEG_0'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.21221472930239646,0.817198155979731,0.19705109155332037,0.9285457809694794,1.1362553551730117,0.023629606095664196,2.558307214052509,0.15221932107069733
frozenset({'FORMACAO_PAI_CATEG_0'}),frozenset({'REPROVOU_CATEG_0'}),0.21221472930239646,0.7496475787709072,0.1560940297938812,0.7355475763016158,0.9811911585275722,-0.0029922282071837836,0.9466822717216886,-0.023755232351979575
frozenset({'FORMACAO_PAI_CATEG_0'}),frozenset({'ABANDONOU_CATEG_0'}),0.21221472930239646,0.9072084428696613,0.18817388653941403,0.8867145421903052,0.9774099317081637,-0.004349107585019746,0.8190950447163021,-0.02850196906244846
frozenset({'FORMACAO_PAI_CATEG_1'}),frozenset({'NUMERO_COMPUTADORES_CATEG_0'}),0.23151217281975084,0.6639234960185926,0.1716386634663009,0.7413807290380976,1.1166659012431395,0.017932292316951343,1.2995029439662884,0.13595140274883583
frozenset({'FORMACAO_PAI_CATEG_1'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.23151217281975084,0.817198155979731,0.20312797653065112,0.8773965276063523,1.0736643507894974,0.013936655815489946,1.4910005438780731,0.08927951856954215
frozenset({'FORMACAO_PAI_CATEG_1'}),frozenset({'REPROVOU_CATEG_0'}),0.23151217281975084,0.7496475787709072,0.16390444622242542,0.70797333991607,0.9444082258984088,-0.00964809358789262,0.8572930333043575,-0.07114763543794127
frozenset({'FORMACAO_PAI_CATEG_1'}),frozenset({'ABANDONOU_CATEG_0'}),0.23151217281975084,0.9072084428696613,0.20590924677105954,0.8894100222167365,0.9803811121988402,-0.004120551038118536,0.8390593703906287,-0.02537921154328874
frozenset({'FORMACAO_PAI_CATEG_2'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.2369604145235646,0.7307501809730635,0.17022897854992952,0.7183857223249458,0.9830797734026514,-0.0029298872466174686,0.95609434738112,-0.022058859851627793
frozenset({'FORMACAO_PAI_CATEG_2'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.2369604145235646,0.817198155979731,0.20579494799405645,0.8684781734866147,1.0627510196047918,0.01215133420520681,1.3898973947237938,0.07738239860948398
frozenset({'FORMACAO_PAI_CATEG_2'}),frozenset({'REPROVOU_CATEG_0'}),0.2369604145235646,0.7496475787709072,0.17891568560216406,0.7550446177345446,1.0071994349297921,0.0012788845900233714,1.0220327429171925,0.009367762427173838
frozenset({'FORMACAO_PAI_CATEG_2'}),frozenset({'ABANDONOU_CATEG_0'}),0.2369604145235646,0.9072084428696613,0.21514839791214235,0.9079507999035293,1.0008182871750178,0.00017590923046983953,1.0080647852788511,0.001071527800328275
frozenset({'FORMACAO_PAI_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.12713833961976606,0.7307501809730635,0.10008762906236904,0.7872340425531916,1.077295720275997,0.00718126437661018,1.2654741494266022,0.08220062052449681
frozenset({'FORMACAO_PAI_CATEG_3'}),frozenset({'ABANDONOU_CATEG_0'}),0.12713833961976606,0.9072084428696613,0.11793728807101764,0.927629607431825,1.0225098925419696,0.0025963129555355013,1.2821756776146593,0.025220894497658963
frozenset({'FORMACAO_PAI_CATEG_4'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.16375204785308797,0.7307501809730635,0.1386634663009106,0.846789204281061,1.1587943818959858,0.019001627697556783,1.7573815067240288,0.16386782330350788
frozenset({'FORMACAO_PAI_CATEG_4'}),frozenset({'REPROVOU_CATEG_0'}),0.16375204785308797,0.7496475787709072,0.12955766373299807,0.7911819450907399,1.0554051897131862,0.006801337541152946,1.1989021798803803,0.06277636339857223
frozenset({'FORMACAO_PAI_CATEG_4'}),frozenset({'ABANDONOU_CATEG_0'}),0.16375204785308797,0.9072084428696613,0.15344610812664305,0.9370637505816659,1.0329089835380798,0.004888867777124856,1.4743737986920367,0.038099330712450453
frozenset({'ACESSO_INTERNET_CATEG_0'}),frozenset({'NUMERO_COMPUTADORES_CATEG_0'}),0.2692498190269364,0.6639234960185926,0.24461843258277136,0.9085184661100891,1.36840836566002,0.06585715143203438,3.6737086676513626,0.3684213853582102
frozenset({'ACESSO_INTERNET_CATEG_0'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.2692498190269364,0.817198155979731,0.248999885701223,0.9247912834300269,1.131661001267561,0.028969430094534288,2.4305938507831453,0.15921056085042565
frozenset({'ACESSO_INTERNET_CATEG_0'}),frozenset({'REPROVOU_CATEG_0'}),0.2692498190269364,0.7496475787709072,0.19546995847144435,0.7259799066081789,0.9684282683850819,-0.006372516446603443,0.9136279684100178,-0.04270773718711138
frozenset({'ACESSO_INTERNET_CATEG_0'}),frozenset({'ABANDONOU_CATEG_0'}),0.2692498190269364,0.9072084428696613,0.24120851906884597,0.8958539691523986,0.9874841622049432,-0.003057189993519116,0.8909754541305764,-0.017048761285832607
frozenset({'NUMERO_COMPUTADORES_CATEG_1'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.28909970663313905,0.7307501809730635,0.2658589553091782,0.9196099103848181,1.258446366937973,0.05459929236775224,3.3492911914367096,0.2888863533513357
frozenset({'INICIOU_ESTUDOS_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.5947346363393912,0.7307501809730635,0.4410980302510763,0.7416720051249199,1.0149460437181321,0.006495587115117052,1.0422789026684385,0.03633655959881562
frozenset({'INICIOU_ESTUDOS_CATEG_5'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.33956261668000154,0.7307501809730635,0.2476092505810188,0.7292005610098177,0.9978794121389304,-0.0005261930095793454,0.9942776101419396,-0.0032073870495477586
frozenset({'ACESSO_INTERNET_CATEG_1'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.7307501809730635,0.817198155979731,0.568198270278508,0.7775547445255475,0.9514886185631986,-0.028969430094534232,0.8217835153659347,-0.15921056085042537
frozenset({'ENSINO_FUNDAMENTAL_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.1138606316912409,0.7307501809730635,0.10111631805539681,0.8880709385979588,1.215286648872817,0.01791264084131519,2.4055398629656186,0.19991083795458417
frozenset({'ACESSO_INTERNET_CATEG_1'}),frozenset({'REPROVOU_CATEG_0'}),0.7307501809730635,0.7496475787709072,0.5541776202994628,0.7583680917622524,1.01163281685728,0.006372516446603527,1.0360900721057291,0.042707737187111926
frozenset({'REPROVOU_CATEG_0'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.7496475787709072,0.7307501809730635,0.5541776202994628,0.7392508639967473,1.01163281685728,0.006372516446603527,1.032601001690674,0.04593145315801553
frozenset({'REPROVOU_CATEG_1'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.19200289556901742,0.7307501809730635,0.13580599687583342,0.7073122333564836,0.9679261829461745,-0.004500153808578294,0.9199216698211834,-0.03939520419406187
frozenset({'ABANDONOU_CATEG_0'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.9072084428696613,0.7307501809730635,0.6659999238008153,0.7341200680343531,1.0046115446140598,0.003057189993519116,1.012674469398183,0.04946975816340752
frozenset({'ACESSO_INTERNET_CATEG_1'}),frozenset({'ABANDONOU_CATEG_0'}),0.7307501809730635,0.9072084428696613,0.6659999238008153,0.9113920750782065,1.0046115446140598,0.003057189993519116,1.0472151019475713,0.0170487612858326
frozenset({'GESTAO_CATEG_2'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.5137349030365375,0.7307501809730635,0.37533813388196746,0.730606644912489,0.9998035771125182,-7.373948416156129e-05,0.999467187820843,-0.0004038581746157132
frozenset({'GESTAO_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.38520592829656725,0.7307501809730635,0.2824894273631272,0.7333465209435734,1.0035529788949933,0.0010001255485137528,1.009736756406469,0.005758676102645479
frozenset({'DUVIDAS_CATEG_2'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.5647312073760811,0.7307501809730635,0.4101040118870728,0.7261932872322483,0.9937640881118259,-0.002573420104135138,0.9833572606940412,-0.014211595771765626
frozenset({'DUVIDAS_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.33228559454413836,0.7307501809730635,0.2489046367203871,0.7490683941982458,1.025067682091833,0.00608687837251598,1.073000820947419,0.0366244314013359
frozenset({'CORRIGEM_CATEG_1'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.15704651960224025,0.7307501809730635,0.11860403093686897,0.7552159146045608,1.033480297738577,0.003842258316342134,1.0999482200485944,0.03843116074199506
frozenset({'CORRIGEM_CATEG_2'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.5700461005067246,0.7307501809730635,0.41305673029298584,0.7246023258922604,0.9915869263657017,-0.0035045608152923236,0.9776764451598162,-0.019351532326658493
frozenset({'CORRIGEM_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.25126681144511753,0.7307501809730635,0.18432582771364348,0.7335860500379076,1.0038807640951493,0.0007125597775992087,1.010644596745957,0.005163070161614288
frozenset({'TURNO_ESCOLAR_CATEG_1'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.4022745456623614,0.7307501809730635,0.2954242389606431,0.734384619027324,1.0049735711996963,0.0014620419170155996,1.0136830858248917,0.008279649415531094
frozenset({'TURNO_ESCOLAR_CATEG_2'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.2749076084885892,0.7307501809730635,0.19971806301672573,0.7264915806250433,0.9941722897114448,-0.001170721637182931,0.9844297284970153,-0.008019477926136356
frozenset({'TURNO_ESCOLAR_CATEG_4'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.19769878462300453,0.7307501809730635,0.14382596106221662,0.7275004817883985,0.9955529272940614,-0.0006424615791986443,0.9880744773202075,-0.005536829243745728
frozenset({'PONTOS_PORTUGUES_CATEG_2'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.21124318969787023,0.7307501809730635,0.15397950241932412,0.7289205518982776,0.9974962317869706,-0.00038649668172174856,0.9932505799034262,-0.003172195021032929
frozenset({'PONTOS_PORTUGUES_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.2841086600373376,0.7307501809730635,0.20806187373795101,0.7323320370122034,1.0021647015359387,0.0004494189996519793,1.0059097697814958,0.0030172536031052234
frozenset({'PONTOS_PORTUGUES_CATEG_4'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.29601478264182574,0.7307501809730635,0.21545319465081725,0.7278460647403309,0.9960258426089398,-0.0008596613353989702,0.9893291411349177,-0.00563581062924476
frozenset({'PONTOS_PORTUGUES_CATEG_5'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.15925629595763324,0.7307501809730635,0.11725149540899912,0.736244019138756,1.007518079788057,0.0008749283168588695,1.020829245834553,0.008875451568605783
frozenset({'PONTOS_MATEMATICA_CATEG_1'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.28104164285442146,0.7307501809730635,0.20503295614736922,0.729546532908561,0.9983528597106883,-0.00033827522946636157,0.9955495188231562,-0.0022895351486756045
frozenset({'PONTOS_MATEMATICA_CATEG_2'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.5094296491027546,0.7307501809730635,0.3728807101764011,0.7319572208510957,1.0016517818393489,0.0006149019015189716,1.004503161330683,0.003361511661579308
frozenset({'PONTOS_MATEMATICA_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.14874080847334933,0.7307501809730635,0.10923153122261592,0.734375,1.0049604079770595,0.000539158512636112,1.0136463775131725,0.005798379424847347
frozenset({'PROF_PORTUGUES_CATEG_2'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.20427096430068198,0.7307501809730635,0.14929325256219758,0.7308589014268395,1.000148779236197,2.2208431932013717e-05,1.0004039533700069,0.00018694442147359125
frozenset({'PROF_PORTUGUES_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.3879300491484741,0.7307501809730635,0.28426105840667504,0.7327637006482026,1.002755414541886,0.0007811047865381449,1.0075346039442359,0.004489426561850255
frozenset({'PROF_PORTUGUES_CATEG_4'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.30077723168362097,0.7307501809730635,0.21928220368042062,0.7290518715561467,0.9976759370560054,-0.0005108128049624572,0.9937319758336371,-0.0033204608935763
frozenset({'PROF_MATEMATICA_CATEG_1'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.23181696955842573,0.7307501809730635,0.169543185887911,0.7313665872298464,1.0008435252878924,0.00014289343046425262,1.0022946001036372,0.0010971530472218486
frozenset({'PROF_MATEMATICA_CATEG_2'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.4469463176744009,0.7307501809730635,0.3268373528403246,0.7312675816213451,1.0007080403970514,0.00023125031451182165,1.0019253376701,0.001279332283942049
frozenset({'PROF_MATEMATICA_CATEG_3'}),frozenset({'ACESSO_INTERNET_CATEG_1'}),0.20459481083552405,0.7307501809730635,0.14921705337752886,0.7293296089385475,0.9980560086449456,-0.00029064166668005265,0.9947516533709314,-0.002442805004746193
frozenset({'NUMERO_COMPUTADORES_CATEG_0'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.6639234960185926,0.817198155979731,0.5870575684840172,0.884224721680248,1.0820199668954948,0.044500511826007116,1.5789367702092743,0.2255517306660632
frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),frozenset({'NUMERO_COMPUTADORES_CATEG_0'}),0.817198155979731,0.6639234960185926,0.5870575684840172,0.7183784791831788,1.0820199668954948,0.044500511826007116,1.1933622935017316,0.4146710746572204
frozenset({'NUMERO_COMPUTADORES_CATEG_0'}),frozenset({'REPROVOU_CATEG_0'}),0.6639234960185926,0.7496475787709072,0.4841696193850726,0.7292551360036728,0.9727972938955275,-0.013539021894381331,0.9246802230475145,-0.07681407079672811
frozenset({'REPROVOU_CATEG_1'}),frozenset({'NUMERO_COMPUTADORES_CATEG_0'}),0.19200289556901742,0.6639234960185926,0.13782527526955463,0.7178291497172339,1.081192568152659,0.010350041597679854,1.1910390589411413,0.09294016139111852
frozenset({'NUMERO_COMPUTADORES_CATEG_0'}),frozenset({'ABANDONOU_CATEG_0'}),0.6639234960185926,0.9072084428696613,0.5949441840972302,0.896103523470676,0.9877592415654131,-0.007372816910378943,0.8931155341360301,-0.0355625694808644
frozenset({'NUMERO_COMPUTADORES_CATEG_1'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.28909970663313905,0.817198155979731,0.20430906389301634,0.7067079599367422,0.8647938749806365,-0.03194268326186611,0.6232758447206475,-0.1802776350070139
frozenset({'NUMERO_COMPUTADORES_CATEG_1'}),frozenset({'REPROVOU_CATEG_0'}),0.28909970663313905,0.7496475787709072,0.22834990665599877,0.7898655772272007,1.0536492074345567,0.011627011555086525,1.1913917668776142,0.07162400011985748
frozenset({'NUMERO_COMPUTADORES_CATEG_1'}),frozenset({'ABANDONOU_CATEG_0'}),0.28909970663313905,0.9072084428696613,0.2682401798300758,0.9278465998945703,1.0227490795385754,0.005966485141349842,1.2860316630228483,0.031288593314314675
frozenset({'INICIOU_ESTUDOS_CATEG_3'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.5947346363393912,0.817198155979731,0.491160894578428,0.8258488148622677,1.010585754286444,0.005144846464601616,1.0496732702432952,0.02584694086120693
frozenset({'INICIOU_ESTUDOS_CATEG_3'}),frozenset({'REPROVOU_CATEG_0'}),0.5947346363393912,0.7496475787709072,0.45471863451061073,0.7645739910313901,1.0199112392051686,0.008877254367590182,1.063401713030242,0.04817219372317678
frozenset({'INICIOU_ESTUDOS_CATEG_3'}),frozenset({'ABANDONOU_CATEG_0'}),0.5947346363393912,0.9072084428696613,0.5509582047472092,0.9263933376041,1.0211471739325457,0.011409921393095934,1.2606407369926798,0.05110042469507429
frozenset({'INICIOU_ESTUDOS_CATEG_5'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.33956261668000154,0.817198155979731,0.2665256981750295,0.7849088359046282,0.9604877717370869,-0.010964246015519985,0.8498807693430603,-0.05863616314465155
frozenset({'INICIOU_ESTUDOS_CATEG_5'}),frozenset({'REPROVOU_CATEG_0'}),0.33956261668000154,0.7496475787709072,0.25204785308797195,0.7422720897615708,0.9901613915415709,-0.002504440347304848,0.9713826531146232,-0.014822132386053486
frozenset({'INICIOU_ESTUDOS_CATEG_5'}),frozenset({'ABANDONOU_CATEG_0'}),0.33956261668000154,0.9072084428696613,0.30279651007734215,0.8917251051893407,0.9829329876700176,-0.005257562657669745,0.8569997439628422,-0.025617193904146247
frozenset({'REPROVOU_CATEG_0'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.7496475787709072,0.817198155979731,0.6128700422905475,0.8175442163041269,1.0004234717392149,0.00025942328429207073,1.0018966804854634,0.0016907864710520486
frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),frozenset({'REPROVOU_CATEG_0'}),0.817198155979731,0.7496475787709072,0.6128700422905475,0.7499650333348875,1.0004234717392149,0.00025942328429207073,1.0012696406755202,0.0023155810548734913
frozenset({'REPROVOU_CATEG_1'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.19200289556901742,0.817198155979731,0.15817045757610393,0.8237920428613948,1.0080688959384134,0.0012660453743340294,1.0374210506082713,0.009906359750694853
frozenset({'ABANDONOU_CATEG_0'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.9072084428696613,0.817198155979731,0.7390939916942889,0.814690380698402,0.9969312519087584,-0.0022750749080414634,0.9864671068302857,-0.03210808673611756
frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),frozenset({'ABANDONOU_CATEG_0'}),0.817198155979731,0.9072084428696613,0.7390939916942889,0.9044244486922468,0.9969312519087584,-0.0022750749080414634,0.9708712726286033,-0.016560112220872347
frozenset({'GESTAO_CATEG_2'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.5137349030365375,0.817198155979731,0.42218158265706557,0.8217887867101751,1.0056175245830559,0.0023583672331812244,1.0257594942860209,0.01148785778605217
frozenset({'GESTAO_CATEG_3'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.38520592829656725,0.817198155979731,0.322036804206195,0.8360120666633698,1.0230224585627987,0.007247229929779775,1.1147274089064718,0.03660470076652059
frozenset({'DUVIDAS_CATEG_2'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.5647312073760811,0.817198155979731,0.4651769726063931,0.8237139483892731,1.0079733322473428,0.003679671314452626,1.036961474546666,0.018173278768011652
frozenset({'DUVIDAS_CATEG_3'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.33228559454413836,0.817198155979731,0.26921171943460204,0.8101817347933268,0.9914140516164133,-0.0023314556854964197,0.9630361115208551,-0.012804005206114992
frozenset({'CORRIGEM_CATEG_1'}),frozenset({'ENSINO_FUNDAMENTAL_CATEG_1'}),0.15704651960224025,0.817198155979731,0.1209852554577666,0.7703784570596798,0.9427070428665866,-0.007352870764218797,0.7961005821992064,-0.06724911142116081
