SEXO,IDADE,FORMACAO DA MAE,FORMACAO DO PAI,ACESSO A INTERNET,NUMERO DE COMPUTADORES,INICIOU OS ESTUDOS,CURSO O ENSINO FUNDAMENTAL,REPROVOU,ABANDONOU A ESCOLA,GESTAO ESCOLAR / PROFESSORES TRABALHAM COM FOCO NO SPAECE,PROFESSORES TIRAM DUVIDAS,PROFESSORES CORRIGEM AS ATIVIDADES,TURNO ESCOLAR,NUMERO DE PONTOS EM PORTUGUES,NUMERO DE PONTOS EM MATEMATICA,PROFICIENCIA EM PORTUGUES,PROFICIENCIA EM MATEMATICA
1,17,1,3,0,1,3,1,0,0,2,2,2,2,11,8,"252,9","285,73"
1,18,0,3,0,1,5,1,0,0,2,3,3,2,16,9,"281,74","306,3"
1,17,0,3,0,1,5,1,0,0,3,2,2,2,8,5,"224,17","243,4"
1,17,0,3,0,1,3,3,0,0,1,1,1,2,17,6,"281,61","268,13"
2,17,0,3,0,1,5,1,0,0,2,2,2,2,18,5,"301,68","240,28"
1,17,5,3,0,1,3,1,0,0,2,2,2,2,11,3,"248,75","218,22"
2,17,5,3,0,1,5,1,0,0,2,2,1,2,14,9,"269,68","315,17"
1,17,4,3,0,1,3,1,0,0,2,2,1,2,20,5,"296,59","271,72"
1,17,4,3,0,1,3,1,0,0,2,2,2,2,22,13,"320,49","349,24"
1,17,4,3,0,1,5,1,0,0,2,2,3,2,12,4,"249,38","228,64"
1,17,4,3,0,1,5,1,0,0,2,2,3,2,17,9,"286,22","291,31"
1,18,4,3,0,1,3,1,0,0,2,3,2,2,20,13,"323,08","348,15"
1,19,4,3,0,1,5,1,1,0,3,3,3,2,3,4,"150,3","246,15"
1,17,4,3,0,1,3,1,0,0,3,3,3,2,20,5,"323,61","235,65"
1,17,4,3,0,1,5,2,0,0,3,3,1,2,15,4,"281,72","243,16"
1,19,4,3,0,1,3,3,0,1,2,2,2,2,6,4,"221,01","234,39"
1,17,4,3,0,1,3,2,0,0,2,1,2,2,24,16,"352,54","365,61"
2,17,4,3,0,1,3,1,0,0,3,2,2,2,12,5,"253,75","246,39"
2,17,4,3,0,1,3,1,0,0,2,2,3,2,17,15,"281,36","374,24"
2,18,4,3,0,1,3,1,0,0,3,3,3,2,21,11,"333,4","285,27"
2,17,4,3,0,1,3,1,0,0,2,2,2,2,20,8,"301,11","278,01"
1,17,2,3,0,1,3,1,0,0,3,2,3,2,5,6,"204,53","252,85"
1,18,2,3,0,1,3,1,0,0,3,2,3,2,21,18,"315,8","410,15"
2,17,2,3,0,1,3,1,0,0,2,3,1,2,7,7,"218,87","221,88"
2,18,2,3,0,1,3,1,0,0,3,3,2,2,20,8,"311,47","324,63"
1,17,3,3,0,1,3,1,0,0,2,3,2,2,12,4,"240,66","197,2"
1,18,3,3,0,1,3,1,1,0,3,3,3,2,15,4,"267,86","237,74"
1,17,3,3,0,1,5,1,0,0,2,2,2,2,9,6,"230,41","222,72"
1,17,3,3,0,1,3,1,0,0,3,2,3,2,18,10,"301,04","296,64"
1,18,3,3,0,1,3,1,0,0,3,2,2,2,8,5,"226,79","239,63"
1,17,3,3,0,1,5,3,0,0,2,2,2,2,13,8,"259,82","328,04"
1,20,3,3,0,1,5,3,0,0,2,2,1,2,14,3,"251,89","202,58"
2,17,3,3,0,1,3,1,0,0,3,3,2,2,16,6,"278,32","288,38"
2,19,3,3,0,1,3,1,2,0,2,2,2,2,8,5,"217,25","206,83"
1,18,1,2,0,1,3,1,0,0,1,1,1,2,9,1,"205,8","208,43"
1,18,1,2,0,1,5,3,0,1,3,3,3,2,5,2,"213,91","199,49"
2,18,1,2,0,1,3,1,1,0,1,1,2,2,18,6,"295,94","227,17"
1,17,0,2,0,1,7,1,0,0,3,2,2,2,22,17,"330,01","405,09"
1,18,0,2,0,1,3,1,0,0,2,3,2,2,15,5,"262,9","244,99"
1,17,0,2,0,1,3,1,0,0,3,3,2,2,3,4,"170,81","223,61"
1,18,0,2,0,1,3,1,1,0,2,1,2,2,13,4,"247,27","245,96"
2,17,0,2,0,1,3,1,0,0,2,2,2,2,18,7,"306,03","307,08"
2,18,0,2,0,1,3,1,0,0,3,3,3,2,20,5,"316,12","266,46"
2,17,0,2,0,1,7,1,1,0,2,3,3,2,15,1,"283,16","200,97"
2,17,0,2,0,1,3,1,0,0,2,2,2,2,12,5,"259,8","247,3"
2,18,0,2,0,1,5,1,0,0,2,2,2,2,7,4,"224,88","238,36"
2,18,0,2,0,1,7,1,0,0,3,3,3,2,5,5,"181,32","243,08"
2,20,0,2,0,1,7,1,1,1,2,2,2,2,13,4,"269,02","268,75"
1,17,5,2,0,1,5,1,0,0,3,3,3,2,23,9,"342,09","312,62"
1,17,5,2,0,1,3,1,0,0,2,2,2,2,19,3,"308,17","213,46"
2,17,5,2,0,1,3,1,0,0,2,2,1,2,5,4,"188,33","204,98"
1,17,4,2,0,1,3,3,0,0,2,3,3,2,6,7,"194,78","253,76"
1,17,4,2,0,1,5,1,0,0,2,3,3,2,10,6,"226,83","258,54"
1,18,4,2,0,1,3,1,0,0,2,2,2,2,13,8,"264,43","277,2"
1,18,4,2,0,1,3,1,0,0,3,3,3,2,7,2,"188,64","192,05"
1,17,4,2,0,1,7,1,0,0,2,2,2,2,20,4,"313,25","220,5"
2,20,4,2,0,1,5,1,0,0,1,2,2,2,11,4,"224,12","235,61"
2,17,4,2,0,1,5,1,0,0,1,2,2,2,6,4,"195,76","218,81"
2,17,4,2,0,1,3,1,0,0,2,2,2,2,6,4,"208,18","234,3"
2,17,4,2,0,1,3,1,0,0,0,1,1,2,21,12,"323,34","348,71"
2,18,4,2,0,1,5,1,1,1,3,3,3,2,11,4,"256,12","264,36"
2,17,4,2,0,1,3,1,0,0,3,3,3,2,15,5,"266,72","236,94"
2,20,4,2,0,1,5,3,2,1,2,2,2,2,24,6,"356,95","284,42"
2,20,4,2,0,1,7,1,0,0,2,2,2,2,14,5,"259,35","218,52"
1,17,2,2,0,1,3,1,0,0,2,1,1,2,13,8,"246,8","261,76"
1,17,2,2,0,1,3,1,0,0,1,3,2,2,12,6,"255,17","295,44"
1,18,2,2,0,1,3,1,0,0,2,2,2,2,17,12,"294,56","323,51"
1,18,2,2,0,1,5,1,0,0,2,2,2,2,4,9,"185,37","298,21"
1,17,2,2,0,1,3,1,0,0,2,2,2,2,17,5,"281,27","237,79"
1,19,2,2,0,1,3,1,0,0,2,2,2,2,10,4,"237,6","228,79"
1,17,2,2,0,1,5,1,0,0,3,3,3,2,10,9,"236,06","312,23"
1,18,2,2,0,1,3,1,0,0,3,3,3,2,15,7,"277,34","272,52"
1,17,2,2,0,1,3,1,0,0,2,2,2,2,17,10,"284,45","353,81"
1,18,2,2,0,1,3,1,0,0,1,1,2,2,17,5,"303,04","233,31"
1,17,2,2,0,1,5,1,0,0,1,2,2,2,20,15,"320,69","388,93"
1,19,2,2,0,1,5,1,0,0,3,2,2,2,18,8,"309,09","270,95"
1,17,2,2,0,1,3,1,0,0,2,3,2,2,9,6,"223,97","271,43"
1,17,2,2,0,1,3,1,0,0,2,2,2,2,6,3,"187,65","229,21"
1,17,2,2,0,1,3,3,0,0,2,2,2,2,14,4,"308,18","271,09"
1,17,2,2,0,1,3,1,0,0,1,1,2,2,20,5,"313,45","259,42"
1,17,2,2,0,1,7,1,0,0,2,2,3,2,10,8,"222,37","254,5"
1,17,2,2,0,1,3,1,0,0,3,3,2,2,12,2,"245,93","207,6"
1,17,2,2,0,1,3,1,0,0,3,3,3,2,13,3,"264,39","218,72"
1,18,2,2,0,1,3,1,0,0,3,3,3,2,17,7,"274,55","289,12"
1,17,2,2,0,1,3,1,0,0,2,2,3,2,10,4,"244,32","262,18"
2,17,2,2,0,1,3,1,0,0,2,2,2,2,11,3,"257,47","241,71"
2,17,2,2,0,1,3,1,0,0,2,1,2,2,12,9,"255,92","316,56"
2,18,2,2,0,1,5,1,1,0,3,2,2,2,16,6,"283,33","259,31"
2,20,2,2,0,1,3,1,2,2,2,2,2,2,18,3,"282,29","251,38"
2,19,2,2,0,1,3,1,0,0,2,2,2,2,9,4,"218,23","204,08"
2,17,2,2,0,1,3,1,0,0,2,2,2,2,3,8,"150,23","282,31"
2,19,2,2,0,1,5,1,2,0,2,1,3,2,19,16,"308,72","392,19"
2,17,2,2,0,1,3,1,0,0,2,2,2,2,20,6,"316,44","245,56"
2,19,2,2,0,1,5,1,1,0,2,2,2,2,18,7,"301,98","261,27"
2,18,2,2,0,1,5,1,1,0,1,2,2,2,7,4,"215,18","223,58"
2,17,2,2,0,1,3,1,0,0,2,3,2,2,11,5,"249,78","206,56"
2,17,2,2,0,1,3,1,0,0,3,1,0,2,10,7,"223,47","279,34"
2,17,2,2,0,1,5,1,0,0,3,3,3,2,16,6,"276,48","237,25"
2,17,2,2,0,1,3,3,0,0,2,1,1,2,12,5,"250,37","232,84"
2,18,2,2,0,1,5,1,0,0,3,2,3,2,6,6,"189,62","257,3"
2,18,2,2,0,1,3,1,0,1,0,3,2,2,6,6,"191,52","251,49"
2,17,2,2,0,1,3,1,0,0,2,2,2,2,16,4,"272,23","220,51"
2,17,2,2,0,1,5,1,0,0,2,2,3,2,11,7,"241,8","260,06"
2,17,2,2,0,1,5,1,0,0,2,2,2,2,22,13,"336,25",348
2,18,2,2,0,1,3,1,0,0,3,3,3,2,16,3,"284,53","249,17"
2,18,2,2,0,1,9,1,0,0,2,2,3,2,24,10,"346,61","324,78"
2,20,2,2,0,1,7,3,0,1,3,3,3,2,23,4,"344,02","267,44"
2,19,2,2,0,1,7,1,1,0,3,3,3,2,9,2,"236,2","226,11"
2,19,2,2,0,1,3,3,1,1,1,1,2,2,7,6,"218,92","236,69"
2,20,2,2,0,1,5,3,2,1,2,2,2,2,11,5,"228,46","230,3"
1,20,3,2,0,1,9,1,0,0,2,3,3,2,15,4,"287,35","225,05"
1,17,3,2,0,1,3,1,0,0,1,2,0,2,13,4,"257,14","210,47"
1,17,3,2,0,1,3,1,0,0,2,2,2,2,17,8,"285,91","261,09"
1,17,3,2,0,1,5,1,0,0,2,2,1,2,18,7,"310,27","274,12"
1,19,3,2,0,1,3,1,2,2,2,2,2,2,7,6,"202,42","236,76"
1,18,3,2,0,1,5,1,0,0,3,3,3,2,12,5,"245,07","244,85"
1,17,3,2,0,1,3,3,0,0,2,1,0,2,10,6,"245,92","276,18"
1,17,3,2,0,1,3,1,0,0,3,2,3,2,10,7,"228,1","250,66"
1,18,3,2,0,1,3,1,0,0,2,2,2,2,15,2,"271,28","217,83"
1,19,3,2,0,1,5,1,0,0,2,3,2,2,5,5,"181,51","259,35"
1,19,3,2,0,1,5,1,0,1,3,2,2,2,3,6,"163,55","220,81"
1,19,3,2,0,1,3,1,0,0,0,2,2,2,12,16,"262,01","369,56"
2,20,3,2,0,1,5,2,1,1,2,2,2,2,12,5,"254,39","216,65"
2,17,3,2,0,1,3,1,0,0,3,2,2,2,13,6,"252,14","233,31"
2,20,3,2,0,1,7,1,0,0,2,2,2,2,15,5,"290,12","230,06"
2,18,3,2,0,1,3,1,0,0,1,1,1,2,19,5,"304,73","241,68"
2,17,1,4,0,1,3,1,0,0,3,3,3,2,19,3,"296,78","237,6"
2,17,0,4,0,1,5,3,2,0,0,3,0,2,12,4,"256,81","226,13"
2,18,0,4,0,1,5,3,0,0,0,1,1,2,7,3,"215,24","230,74"
1,17,5,4,0,1,3,3,0,0,2,1,2,2,23,7,"346,87","277,83"
1,17,5,4,0,1,3,3,0,0,3,3,3,2,15,9,"274,99","264,97"
1,17,5,4,0,1,3,3,0,0,3,2,3,2,11,4,"247,99","220,01"
1,17,5,4,0,1,5,2,0,0,3,3,3,2,10,5,"219,14","197,11"
1,17,5,4,0,1,7,3,0,1,2,1,1,2,21,5,"322,28","228,65"
1,17,5,4,0,1,3,1,0,0,3,3,2,2,11,3,"249,92","230,39"
2,17,5,4,0,1,3,3,0,0,1,2,2,2,23,9,"333,06","326,53"
2,17,5,4,0,1,5,1,0,0,2,3,2,2,11,4,"256,3","255,67"
2,17,5,4,0,1,3,1,0,0,2,2,2,2,13,4,"255,47","236,55"
2,17,5,4,0,1,5,2,1,0,3,2,3,2,17,22,"302,07","426,01"
1,17,4,4,0,1,5,1,0,0,2,2,2,2,6,6,"206,09","207,59"
1,18,4,4,0,1,3,1,0,0,2,2,2,2,7,5,"209,39","242,15"
1,17,4,4,0,1,5,3,0,0,1,3,1,2,11,6,"236,93","225,07"
1,17,4,4,0,1,3,3,0,0,3,3,2,2,10,3,"244,23","220,44"
1,18,4,4,0,1,5,1,0,0,2,3,2,2,16,3,"267,4","222,83"
1,20,4,4,0,1,3,3,1,0,2,2,2,2,18,4,"288,68","260,18"
1,17,4,4,0,1,5,3,0,0,3,3,3,2,8,2,"217,56","204,36"
2,17,4,4,0,1,3,1,0,0,3,2,3,2,19,6,"301,83","305,89"
2,18,4,4,0,1,5,1,1,0,2,2,2,2,14,12,"271,97","357,04"
2,20,4,4,0,1,5,1,2,0,1,0,2,2,14,12,"278,74","338,96"
2,18,4,4,0,1,3,1,1,0,3,0,0,2,18,9,"295,09","313,75"
2,19,4,4,0,1,3,3,2,1,2,2,2,2,14,2,"277,34","239,71"
2,18,4,4,0,1,3,3,0,0,3,2,2,2,14,5,"276,99","269,35"
2,17,4,4,0,1,3,1,0,0,2,2,2,2,18,6,"297,33","242,98"
2,18,4,4,0,1,5,1,0,0,3,3,3,2,17,4,"296,23","249,29"
2,17,4,4,0,1,3,1,0,0,2,2,2,2,24,16,"350,59","382,23"
2,17,4,4,0,1,5,3,0,0,3,3,2,2,11,3,"239,61","231,99"
2,17,4,4,0,1,3,1,0,0,2,1,2,2,15,5,"285,81","247,23"
2,17,4,4,0,1,3,1,0,0,2,1,1,2,11,12,"246,29","287,41"
2,17,4,4,0,1,3,2,0,0,3,3,1,2,21,11,"314,19","302,94"
2,18,4,4,0,1,3,3,1,0,2,3,3,2,15,4,"282,26","233,68"
2,18,4,4,0,1,5,1,2,0,2,2,2,2,8,3,"225,9","225,51"
2,17,4,4,0,1,5,3,0,0,1,2,1,2,13,7,"267,64","257,28"
2,18,4,4,0,1,5,1,0,0,2,2,3,2,11,6,"238,54","252,41"
2,17,4,4,0,1,3,1,0,0,2,3,2,2,20,11,"309,89","319,7"
2,17,4,4,0,1,3,1,0,0,2,2,2,2,13,4,"265,54","212,05"
2,17,4,4,0,1,3,1,0,0,3,3,2,2,15,3,"278,74","241,69"
2,18,4,4,0,1,3,1,0,0,2,3,2,2,10,4,"233,58","273,7"
2,17,4,4,0,1,3,1,0,0,3,3,3,2,21,9,"319,97","316,87"
2,18,4,4,0,1,5,1,0,0,0,0,0,2,9,6,"229,84","220,81"
2,17,4,4,0,1,3,1,0,0,2,3,2,2,9,9,"222,86","257,86"
1,18,2,4,0,1,3,1,0,0,2,2,2,2,18,7,"288,51","260,36"
1,17,2,4,0,1,5,1,0,0,2,2,1,2,14,7,"282,92","261,3"
1,17,2,4,0,1,5,1,0,0,2,2,3,2,10,4,"248,46","220,78"
1,17,2,4,0,1,5,1,0,0,2,3,1,2,17,10,"289,81","342,61"
2,18,2,4,0,1,3,1,0,0,2,2,2,2,15,2,"269,36","200,63"
2,17,2,4,0,1,3,1,0,0,2,2,2,2,16,5,"287,3","235,25"
2,18,2,4,0,1,5,1,0,0,2,2,2,2,11,5,"246,04","249,04"
2,18,2,4,0,1,3,1,0,0,3,2,2,2,17,5,"298,1","225,07"
1,19,3,4,0,1,3,1,0,1,1,2,2,2,7,4,"222,58","226,82"
1,17,3,4,0,1,3,2,0,0,3,2,2,2,16,2,"277,71","196,49"
1,17,3,4,0,1,3,1,0,0,3,2,2,2,14,6,"275,59","250,52"
1,19,3,4,0,1,3,1,2,0,3,2,2,2,15,16,"262,94","388,94"
1,17,3,4,0,1,5,1,0,0,2,3,1,2,18,8,"301,92","263,55"
1,19,3,4,0,1,3,1,1,0,2,3,2,2,21,22,"316,74","442,09"
2,17,3,4,0,1,5,1,0,0,3,3,2,2,7,4,"209,12","221,78"
2,18,3,4,0,1,3,1,0,0,2,3,3,2,9,3,"241,58","224,27"
2,18,3,4,0,1,3,2,1,0,3,3,3,2,12,8,"249,88","307,59"
2,17,3,4,0,1,7,1,0,0,2,2,2,2,11,5,"249,57","222,8"
2,18,3,4,0,1,5,2,0,0,3,3,2,2,19,20,"314,33","395,52"
2,17,3,4,0,1,3,1,0,0,2,3,2,2,14,7,"254,79","283,48"
1,17,5,5,0,1,3,2,0,0,3,3,3,2,18,10,"289,85","334,62"
1,17,5,5,0,1,3,1,0,0,3,3,3,2,14,7,"258,83","280,6"
1,17,5,5,0,1,5,1,0,0,2,2,2,2,19,7,"302,97","283,29"
2,18,5,5,0,1,3,1,1,0,3,2,2,2,19,9,"322,09","319,89"
1,17,4,5,0,1,3,3,0,0,2,2,2,2,18,1,"294,17","203,8"
1,19,4,5,0,1,5,1,1,0,3,3,3,2,9,5,"240,73","234,04"
1,17,4,5,0,1,3,2,1,0,2,2,3,2,19,11,"307,02","337,56"
1,19,2,5,0,1,5,1,0,0,2,2,2,2,5,5,"202,13","248,56"
1,20,1,0,0,1,5,1,1,2,3,3,3,2,6,4,"200,43","226,35"
1,17,0,0,0,1,3,1,0,0,2,3,3,2,10,4,"241,96","210,69"
1,19,0,0,0,1,5,1,2,1,3,2,2,2,8,5,"221,85","236,7"
1,18,0,0,0,1,3,1,0,0,2,2,2,2,17,12,"294,86","348,17"
1,17,0,0,0,1,5,1,0,0,3,2,2,2,17,4,"302,36","223,73"
1,17,0,0,0,1,3,1,0,0,3,3,2,2,5,2,"178,79","231,85"
1,17,0,0,0,1,5,1,0,0,2,2,3,2,19,7,"297,03","274,41"
1,19,0,0,0,1,7,1,0,1,3,3,3,2,15,2,"284,9","231,44"
1,18,0,0,0,1,7,1,1,1,3,3,3,2,20,12,"329,35","338,79"
1,18,0,0,0,1,5,1,0,0,2,2,2,2,19,3,"307,19","220,14"
1,17,0,0,0,1,3,1,0,0,2,2,2,2,18,4,"300,86","221,67"
1,18,0,0,0,1,3,1,1,0,3,2,2,2,17,7,"285,33","280,56"
1,17,0,0,0,1,3,1,0,0,1,1,1,2,10,4,"230,01","238,52"
1,18,0,0,0,1,3,1,0,0,3,3,2,2,18,10,"274,54","328,55"
1,18,0,0,0,1,3,1,0,1,1,3,2,2,12,8,"263,69","232,51"
1,17,0,0,0,1,3,1,0,0,3,3,3,2,5,2,"192,43","224,52"
1,17,0,0,0,1,5,1,0,0,2,3,2,2,18,7,"308,64","279,24"
1,17,0,0,0,1,7,1,0,0,2,2,3,2,19,8,"293,8","241,32"
2,17,0,0,0,1,3,1,0,0,2,1,1,2,18,5,"293,22","251,14"
2,18,0,0,0,1,3,1,0,0,2,3,3,2,6,3,"185,3","228,17"
2,18,0,0,0,1,5,1,0,0,3,2,2,2,23,8,"329,87","335,05"
2,17,0,0,0,1,5,1,0,0,3,2,2,2,16,7,"297,42","310,59"
2,20,0,0,0,1,7,1,0,0,2,2,1,2,16,5,"281,41","269,74"
2,18,0,0,0,1,5,1,2,0,1,3,2,2,15,9,"285,21","305,04"
2,17,0,0,0,1,3,1,0,0,2,2,2,2,20,8,"321,85","286,11"
2,17,0,0,0,1,3,1,0,0,2,2,2,2,12,6,"261,71","274,66"
2,18,0,0,0,1,5,1,0,0,1,2,2,2,19,7,"311,97","323,1"
2,17,0,0,0,1,5,2,0,0,1,2,2,2,19,10,"304,74","335,59"
2,19,0,0,0,1,5,1,1,1,3,3,2,2,12,8,"249,61","256,96"
2,18,0,0,0,1,9,1,0,0,3,3,3,2,6,8,"200,58","251,17"
2,18,0,0,0,1,5,1,1,1,2,2,2,2,19,5,"304,73","230,8"
2,19,0,0,0,1,5,1,2,1,2,0,2,2,19,1,"290,79","205,07"
2,20,0,0,0,1,7,1,0,2,3,3,3,2,15,5,"261,23","243,5"
2,18,0,0,0,1,3,1,0,1,2,2,2,2,17,7,"293,98","271,04"
2,17,0,0,0,1,5,2,1,1,0,0,0,2,14,5,"275,15","244,74"
2,17,0,0,0,1,3,3,0,0,1,2,2,2,4,1,"153,58","212,18"
2,19,0,0,0,1,5,1,1,0,3,3,2,2,10,4,"225,96","225,35"
1,18,5,0,0,1,3,1,0,0,2,2,2,2,20,11,"311,08","343,83"
1,17,5,0,0,1,3,1,0,0,1,3,3,2,12,3,"258,2","206,24"
1,17,4,0,0,1,3,1,0,0,2,2,2,2,17,6,"283,56","249,81"
1,18,4,0,0,1,3,1,0,0,1,1,1,2,15,5,"289,41","235,55"
1,20,4,0,0,1,5,1,0,2,3,3,3,2,8,2,"223,04","207,61"
2,20,4,0,0,1,3,1,2,2,1,2,2,2,23,19,"359,59","411,36"
2,17,4,0,0,1,3,1,0,0,2,2,2,2,4,8,"176,94","288,09"
2,18,4,0,0,1,3,1,1,0,3,2,2,2,5,2,"201,28","215,07"
2,18,4,0,0,1,5,2,0,0,2,2,2,2,11,4,"254,33","217,53"
2,18,4,0,0,1,5,1,0,0,3,3,3,2,19,7,"312,47","239,08"
1,17,2,0,0,1,3,1,0,0,3,2,2,2,12,6,"261,51","276,23"
1,18,2,0,0,1,5,1,0,0,3,1,1,2,21,5,"321,87","256,78"
1,18,2,0,0,1,3,1,0,0,3,2,2,2,16,6,"276,15","272,09"
1,17,2,0,0,1,3,1,0,0,2,2,2,2,13,4,"250,96","210,8"
1,17,2,0,0,1,5,1,0,0,2,2,2,2,11,8,"227,81","301,01"
1,18,2,0,0,1,3,1,0,0,2,2,2,2,20,13,"302,39","324,15"
1,17,2,0,0,1,3,2,0,0,3,3,3,2,10,8,"240,93","248,55"
1,19,2,0,0,1,3,1,1,0,3,2,2,2,18,5,"305,88",204
1,18,2,0,0,1,3,1,0,0,2,1,1,2,20,5,"315,77","272,62"
1,18,2,0,0,1,5,1,0,0,3,2,1,2,6,3,"186,61","192,68"
1,18,2,0,0,1,3,1,1,0,2,2,2,2,11,4,"252,25","247,44"
2,18,2,0,0,1,3,1,2,0,3,3,3,2,12,6,"257,55","251,7"
2,18,2,0,0,1,3,3,0,0,2,3,3,2,16,9,"290,94","259,89"
2,17,2,0,0,1,5,1,0,0,1,2,2,2,15,8,"277,25","295,6"
2,20,2,0,0,1,5,1,1,2,2,2,2,2,16,6,"277,77","271,01"
2,18,2,0,0,1,3,1,1,0,2,2,2,2,16,5,"288,38","270,99"
2,17,2,0,0,1,7,1,0,0,2,2,1,2,22,14,"345,46","370,66"
2,17,2,0,0,1,3,1,0,0,3,3,3,2,12,6,"251,27","278,71"
2,19,2,0,0,1,3,1,1,0,3,2,2,2,10,1,"239,02","218,39"
1,17,3,0,0,1,3,1,0,0,2,3,1,2,15,7,"277,27","297,32"
1,18,3,0,0,1,3,1,1,1,2,1,1,2,17,5,"296,95","255,75"
1,18,3,0,0,1,3,1,0,0,2,1,1,2,16,2,"284,06","216,84"
2,18,3,0,0,1,3,3,1,0,2,2,3,2,9,2,"209,63","203,42"
2,18,3,0,0,1,3,1,1,0,3,2,2,2,8,6,"222,3","202,9"
1,20,1,1,0,1,3,3,0,1,1,2,2,2,20,7,"297,04","307,73"
1,17,1,1,0,1,7,1,0,0,1,0,1,2,19,4,"297,18","263,55"
1,18,1,1,0,1,9,1,0,0,2,2,2,2,15,7,"273,01","273,82"
1,17,1,1,0,1,3,1,0,0,3,3,3,2,19,9,"302,68","293,44"
1,20,1,1,0,1,5,1,1,1,2,2,2,2,22,14,"332,01","368,33"
1,18,1,1,0,1,5,1,0,0,2,2,2,2,9,6,"216,74","291,11"
1,19,1,1,0,1,3,1,1,0,2,2,2,2,24,2,"344,78","219,5"
1,18,1,1,0,1,3,3,0,1,2,3,3,2,7,3,"207,36","240,08"
1,19,1,1,0,1,3,1,1,0,2,2,2,2,20,9,"294,77","273,18"
1,18,1,1,0,1,5,1,0,0,3,3,3,2,9,3,"236,92","227,57"
1,17,1,1,0,1,3,1,0,0,2,3,2,2,15,3,"267,59","252,71"
1,17,1,1,0,1,3,1,0,0,1,2,1,2,8,7,"215,74","249,43"
1,20,1,1,0,1,3,1,2,0,2,2,2,2,6,4,"226,88","231,11"
1,20,1,1,0,1,5,1,1,2,2,2,2,2,3,3,"157,31","221,68"
1,20,1,1,0,1,9,1,0,1,3,3,3,2,12,4,"254,92","240,38"
1,17,1,1,0,1,3,3,0,0,2,2,2,2,13,5,"257,12","247,42"
1,18,1,1,0,1,5,1,0,0,1,2,3,2,9,5,"223,16","291,73"
1,20,1,1,0,1,3,1,2,0,3,3,3,2,23,13,"335,26","347,63"
1,20,1,1,0,1,3,1,2,0,2,2,1,2,19,3,"309,87","230,8"
1,20,1,1,0,1,3,1,0,2,3,2,2,2,11,5,"237,67","259,95"
1,17,1,1,0,1,3,1,0,0,3,3,3,2,8,4,"219,13","260,67"
1,19,1,1,0,1,3,3,2,0,0,1,1,2,23,20,"345,22","432,93"
1,19,1,1,0,1,3,1,1,1,2,2,2,2,15,8,"268,65","302,3"
2,17,1,1,0,1,3,1,0,0,2,3,3,2,10,4,"239,23","254,78"
2,18,1,1,0,1,3,1,0,0,3,3,3,2,5,7,"199,76","219,03"
2,18,1,1,0,1,3,1,1,0,3,3,3,2,12,5,"250,39","259,08"
2,17,1,1,0,1,3,1,0,0,2,2,2,2,12,6,"253,77","237,61"
2,17,1,1,0,1,3,2,0,0,2,2,0,2,5,6,"194,2","250,65"
2,17,1,1,0,1,5,1,0,0,2,2,2,2,6,5,"207,79","236,84"
2,18,1,1,0,1,5,1,1,0,1,2,1,2,15,7,"277,51","213,88"
2,18,1,1,0,1,3,1,0,0,2,2,3,2,10,6,"226,41","249,77"
2,20,1,1,0,1,3,2,0,1,3,1,1,2,6,0,"182,45","195,16"
2,18,1,1,0,1,3,1,1,0,3,3,3,2,16,7,"275,92","263,03"
2,17,1,1,0,1,7,1,0,0,0,1,0,2,23,12,"364,28","355,68"
2,20,1,1,0,1,3,1,2,1,2,2,2,2,2,6,"177,56","253,69"
2,20,1,1,0,1,3,1,1,0,2,2,2,2,17,11,"275,86","279,36"
2,20,1,1,0,1,7,1,0,0,2,2,2,2,13,5,"267,21","243,29"
2,18,1,1,0,1,5,1,0,0,2,2,2,2,20,4,"308,76","272,84"
2,17,1,1,0,1,5,2,0,0,2,2,2,2,19,8,"309,41","338,97"
2,17,1,1,0,1,5,2,0,1,2,2,2,2,6,6,"197,02","246,58"
1,17,0,1,0,1,3,1,0,0,0,0,0,2,18,4,"298,36","256,59"
2,18,0,1,0,1,7,1,0,0,3,3,3,2,7,4,"193,32","223,93"
2,18,0,1,0,1,3,1,0,0,2,2,1,2,14,1,"258,15","218,79"
2,18,0,1,0,1,3,1,1,0,3,2,0,2,16,8,"289,39","307,26"
2,18,0,1,0,1,5,1,0,0,2,3,1,2,8,7,"221,24","270,26"
1,18,5,1,0,1,5,1,1,0,2,2,3,2,14,7,"261,3","292,95"
1,17,5,1,0,1,3,3,0,0,2,2,2,2,7,1,"217,36","178,64"
2,17,5,1,0,1,7,1,0,0,2,2,2,2,12,5,"250,64","228,69"
2,19,5,1,0,1,3,1,0,0,2,2,2,2,17,13,"279,37","361,65"
2,19,5,1,0,1,3,1,1,0,2,2,2,2,10,6,"241,52","259,47"
1,17,4,1,0,1,3,1,0,0,2,2,1,2,18,9,"292,47","315,25"
1,17,4,1,0,1,3,1,0,0,0,2,2,2,10,4,"248,3","248,06"
1,19,4,1,0,1,3,1,0,0,3,3,3,2,15,3,"289,24","203,54"
2,17,4,1,0,1,5,1,0,0,2,1,2,2,6,6,"184,9","203,15"
2,17,4,1,0,1,3,1,0,0,3,3,2,2,6,4,"188,82","232,41"
2,17,4,1,0,1,5,1,0,0,2,3,2,2,17,3,"286,38","240,08"
2,20,4,1,0,1,7,1,1,2,3,3,2,2,11,2,"231,69","203,01"
