SEXO,IDADE,FORMACAO DA MAE,FORMACAO DO PAI,ACESSO A INTERNET,NUMERO DE COMPUTADORES,INICIOU OS ESTUDOS,CURSO O ENSINO FUNDAMENTAL,REPROVOU,ABANDONOU A ESCOLA,GESTAO ESCOLAR / PROFESSORES TRABALHAM COM FOCO NO SPAECE,PROFESSORES TIRAM DUVIDAS,PROFESSORES CORRIGEM AS ATIVIDADES,TURNO ESCOLAR,NUMERO DE PONTOS EM PORTUGUES,NUMERO DE PONTOS EM MATEMATICA,PROFICIENCIA EM PORTUGUES,PROFICIENCIA EM MATEMATICA
2,17,2,0,1,0,3,1,0,0,2,3,3,3,12,5,"243,95","233,21"
2,17,2,0,1,0,5,1,0,0,2,2,3,3,13,8,"254,5","290,33"
2,17,2,0,1,0,3,1,0,0,2,2,2,3,10,5,"234,16","248,98"
2,17,2,0,1,0,5,1,0,0,2,3,2,3,10,5,"236,03","247,32"
2,18,2,0,1,0,3,1,0,0,0,1,0,3,8,4,"235,39","256,21"
2,17,2,0,1,0,5,1,0,0,3,3,3,3,9,5,"227,32","266,42"
2,18,2,0,1,0,3,1,0,0,3,2,2,3,9,5,"212,1","227,24"
2,17,2,0,1,0,5,1,0,0,3,3,3,3,14,5,"262,82","257,57"
2,17,2,0,1,0,3,1,0,0,2,2,1,3,17,10,"286,03","320,28"
2,18,2,0,1,0,3,1,1,0,2,2,2,3,10,7,"236,93","299,05"
2,18,2,0,1,0,3,1,0,0,1,2,1,3,9,4,"216,05","248,52"
2,17,2,0,1,0,5,1,0,0,2,2,1,3,11,7,"231,25","248,64"
2,17,2,0,1,0,3,1,0,0,2,1,2,3,5,5,"197,88","231,16"
2,18,2,0,1,0,7,1,1,0,2,2,2,3,16,3,"284,43","239,87"
2,18,2,0,1,0,5,1,0,0,0,2,2,3,6,2,"221,27","212,64"
2,18,2,0,1,0,5,1,0,1,1,0,1,3,14,2,"273,43","201,29"
2,17,2,0,1,0,3,1,0,0,3,3,2,3,8,4,"223,83","229,29"
2,18,2,0,1,0,3,1,1,0,3,2,3,3,12,4,"250,45","254,44"
2,17,2,0,1,0,3,1,0,0,2,2,3,3,12,4,"277,55","231,78"
2,18,2,0,1,0,3,1,0,0,3,3,3,3,5,7,"205,85","283,34"
2,20,2,0,1,0,5,1,2,0,2,2,2,3,8,3,"204,85","193,24"
2,18,2,0,1,0,3,1,0,0,3,3,3,3,13,8,"239,76","247,14"
2,17,2,0,1,0,5,1,0,0,2,2,3,3,13,3,"249,81","247,05"
2,18,2,0,1,0,5,2,0,0,2,3,3,3,14,4,"250,15","218,33"
2,18,2,0,1,0,3,1,0,0,2,2,2,3,9,7,"217,88","230,06"
2,18,2,0,1,0,3,1,0,0,2,2,2,3,17,4,"290,11","254,46"
2,19,2,0,1,0,3,1,2,0,2,2,2,3,15,2,"271,68","219,05"
2,18,2,0,1,0,5,1,2,0,3,3,3,3,12,6,"261,42","246,99"
2,20,2,0,1,0,5,1,2,0,3,2,3,3,21,11,"317,17","344,56"
2,18,2,0,1,0,3,1,0,0,2,2,0,3,6,4,"202,86","209,89"
2,18,2,0,1,0,5,1,0,0,3,3,2,3,12,7,"253,76","258,04"
2,19,2,0,1,0,3,3,1,0,2,3,2,3,8,7,"221,72","231,91"
2,19,2,0,1,0,3,1,1,0,2,2,2,3,4,3,"189,42","205,41"
2,19,2,0,1,0,3,1,1,0,3,0,0,3,22,6,"331,32","244,98"
2,19,2,0,1,0,5,1,1,0,2,2,2,3,7,8,"211,06","264,76"
2,20,2,0,1,0,3,1,0,2,3,2,2,3,11,5,"254,16","243,02"
2,17,2,0,1,0,3,1,0,0,3,3,2,3,11,3,"222,42","245,27"
2,18,2,0,1,0,3,1,0,0,2,2,2,3,11,8,"255,57","241,8"
2,18,2,0,1,0,5,1,0,0,3,2,3,3,11,1,"256,35","199,45"
2,17,2,0,1,0,5,1,0,0,2,2,2,3,4,6,"191,25","296,84"
2,17,2,0,1,0,3,1,0,0,2,2,2,3,13,4,"267,35","227,75"
2,17,2,0,1,0,3,1,0,0,2,2,2,3,16,11,"289,24","310,64"
2,17,2,0,1,0,5,1,0,0,2,2,1,3,8,6,"204,45","222,62"
2,17,2,0,1,0,3,1,0,0,2,2,2,3,12,3,"262,58","246,76"
2,19,2,0,1,0,3,1,0,0,2,2,2,3,11,4,"240,81","230,65"
2,20,2,0,1,0,3,1,0,1,3,3,3,3,12,4,"253,33","188,18"
2,20,2,0,1,0,5,1,1,0,3,3,2,3,5,4,"186,5","241,6"
2,19,2,0,1,0,5,1,1,0,2,2,2,3,5,8,"189,11","235,97"
2,20,2,0,1,0,3,1,2,1,3,2,2,3,16,5,"279,16","242,8"
2,20,2,0,1,0,3,1,0,1,2,2,2,3,9,8,"225,98","281,85"
2,20,2,0,1,0,5,1,2,1,3,2,3,3,8,9,"190,32","303,71"
2,18,2,0,1,0,5,1,1,0,3,2,2,3,12,6,"250,96","237,65"
2,17,2,0,1,0,5,1,0,0,3,1,3,3,9,6,"238,79","251,96"
2,19,2,0,1,0,3,1,2,0,3,2,2,3,13,4,"262,97","220,48"
2,18,2,0,1,0,5,1,0,0,2,2,2,3,9,4,"230,61","230,04"
2,19,2,0,1,0,5,1,1,1,1,2,1,3,15,6,"247,19","241,36"
2,18,2,0,1,0,3,1,0,0,2,3,3,3,9,6,"226,73","267,95"
2,17,2,0,1,0,7,1,0,0,2,2,2,3,11,5,"246,84","253,29"
2,17,2,0,1,0,5,1,0,0,3,2,2,3,7,7,"212,94","281,19"
2,20,2,0,1,0,3,1,1,1,3,3,3,3,23,12,"340,69","370,61"
2,17,2,0,1,0,5,1,0,0,2,2,2,3,15,3,"264,51","205,66"
1,18,3,0,1,0,3,1,0,0,2,2,1,3,15,5,"281,28","237,48"
1,18,3,0,1,0,3,1,0,0,2,1,1,3,16,5,"276,24","248,38"
1,18,3,0,1,0,3,1,1,0,3,3,2,3,16,3,"269,34",219
1,19,3,0,1,0,3,1,1,1,2,2,2,3,4,8,"192,41","240,16"
1,18,3,0,1,0,5,1,0,0,3,3,3,3,16,2,"288,48","231,75"
1,17,3,0,1,0,3,1,0,0,3,3,3,3,14,3,"251,2","230,49"
1,17,3,0,1,0,3,1,0,0,2,2,2,3,12,4,"250,64","249,34"
1,17,3,0,1,0,3,1,0,0,3,3,3,3,5,5,"201,37","242,5"
1,17,3,0,1,0,3,1,0,0,2,2,1,3,5,9,"187,27","309,28"
1,17,3,0,1,0,5,1,0,0,3,3,2,3,12,9,"252,14","315,36"
1,17,3,0,1,0,3,1,0,0,2,2,2,3,5,2,"186,83","207,23"
1,20,3,0,1,0,3,1,1,0,2,1,1,3,21,5,"328,14","230,77"
1,17,3,0,1,0,5,1,0,0,2,3,1,3,17,6,"293,48","256,94"
1,19,3,0,1,0,5,1,1,0,3,3,3,3,23,16,"362,6","364,77"
1,19,3,0,1,0,3,1,1,0,2,2,3,3,3,3,"161,09","183,78"
1,17,3,0,1,0,3,1,0,0,2,2,2,3,18,6,"291,43","286,59"
1,18,3,0,1,0,7,1,0,0,3,1,2,3,4,4,"166,79","237,47"
1,18,3,0,1,0,5,1,1,0,2,2,2,3,9,6,"242,12","242,74"
1,18,3,0,1,0,7,1,0,0,2,2,2,3,17,4,"286,37","254,7"
1,17,3,0,1,0,3,1,0,0,3,2,2,3,14,4,"276,4","229,55"
1,19,3,0,1,0,3,1,1,0,2,3,3,3,12,4,"264,5","246,43"
1,18,3,0,1,0,5,1,0,0,3,3,2,3,15,7,"264,73","289,57"
1,17,3,0,1,0,7,1,0,0,2,2,3,3,13,4,"272,19","204,94"
1,18,3,0,1,0,7,1,0,0,3,3,3,3,9,4,"228,71","212,81"
1,17,3,0,1,0,3,1,0,0,3,2,2,3,19,8,"303,47","293,9"
1,18,3,0,1,0,3,2,0,0,3,3,3,3,18,4,"279,58","223,06"
1,19,3,0,1,0,5,1,0,2,3,3,2,3,13,9,"263,98","266,33"
1,20,3,0,1,0,3,1,2,2,2,2,1,3,9,2,"221,32","203,42"
1,18,3,0,1,0,3,1,1,0,1,1,1,3,13,5,"252,53","236,23"
1,20,3,0,1,0,5,1,2,1,2,2,1,3,10,5,"227,24","230,68"
1,17,3,0,1,0,3,1,0,0,2,2,1,3,24,7,"359,14","292,7"
2,17,3,0,1,0,3,1,1,1,2,2,2,3,7,2,"211,88","215,25"
2,18,3,0,1,0,5,1,0,0,3,3,3,3,4,1,"179,35","189,45"
2,17,3,0,1,0,3,1,0,0,2,2,3,3,8,4,"202,9","232,32"
2,17,3,0,1,0,3,1,2,0,3,2,2,3,14,3,"275,29","207,67"
2,17,3,0,1,0,5,1,1,1,3,3,3,3,16,5,"276,05","279,44"
2,17,3,0,1,0,3,1,0,0,2,0,1,3,10,5,232,"235,28"
2,17,3,0,1,0,3,1,0,0,2,3,3,3,13,4,"258,18","247,1"
2,19,3,0,1,0,7,1,2,0,2,2,2,3,5,2,"175,75","211,78"
2,18,3,0,1,0,3,1,0,0,3,3,3,3,8,4,"204,22","206,27"
2,18,3,0,1,0,3,1,0,0,0,1,3,3,7,9,"227,43","248,89"
2,17,3,0,1,0,3,1,0,0,2,2,2,3,7,3,"208,05","215,26"
2,18,3,0,1,0,7,1,0,0,2,2,2,3,4,10,"171,58","223,44"
2,20,3,0,1,0,3,1,1,1,3,3,2,3,18,7,"289,43","287,61"
2,17,3,0,1,0,3,1,0,0,2,3,3,3,22,8,"317,41","286,13"
2,18,3,0,1,0,3,1,0,0,2,3,1,3,8,1,"222,83","212,18"
2,17,3,0,1,0,3,1,0,0,2,2,2,3,11,2,"229,4","186,47"
2,18,3,0,1,0,3,1,0,0,3,2,2,3,3,4,"155,58","241,29"
2,20,3,0,1,0,5,1,1,2,2,3,3,3,13,4,"245,97","234,51"
2,20,3,0,1,0,3,1,1,1,2,2,2,3,7,4,"214,93","196,4"
2,18,3,0,1,0,3,1,0,0,3,2,1,3,9,0,"234,96","210,68"
2,18,3,0,1,0,5,1,1,0,2,2,1,3,4,4,"187,73","218,79"
2,18,3,0,1,0,3,1,0,0,2,2,2,3,9,5,"223,3","240,73"
2,18,3,0,1,0,7,1,0,0,2,3,2,3,14,5,"278,26","232,49"
2,19,3,0,1,0,3,1,1,1,2,2,2,3,11,7,"245,01","258,24"
2,20,3,0,1,0,3,1,1,1,3,3,2,3,12,2,"247,45","175,55"
2,17,3,0,1,0,7,1,0,0,2,2,2,3,14,3,"246,63","253,66"
2,18,3,0,1,0,3,1,1,0,2,1,1,3,19,4,"313,01","286,4"
2,19,3,0,1,0,3,1,1,0,2,2,2,3,5,5,"198,51","231,52"
2,19,3,0,1,0,5,1,1,1,3,2,2,3,3,6,"179,62","253,9"
2,20,3,0,1,0,3,1,2,0,3,2,2,3,6,5,"201,82","263,26"
2,19,3,0,1,0,7,1,0,0,3,3,3,3,23,8,"340,89","269,05"
2,20,3,0,1,0,3,1,1,0,2,2,2,3,9,8,"237,29","253,36"
1,19,1,1,1,0,3,1,1,1,3,3,3,3,9,5,"226,11","207,61"
1,17,1,1,1,0,3,1,0,0,2,2,3,3,19,9,"290,81","284,35"
1,19,1,1,1,0,5,1,1,1,2,2,1,3,10,6,"251,22","247,76"
1,20,1,1,1,0,5,1,1,1,3,3,3,3,13,4,"274,7","217,53"
1,18,1,1,1,0,5,1,0,0,2,1,3,3,5,5,"193,54","259,97"
1,18,1,1,1,0,3,1,1,0,2,1,2,3,8,3,"219,71","218,38"
1,17,1,1,1,0,3,3,0,0,0,2,1,3,5,3,"204,4","198,76"
1,20,1,1,1,0,5,1,1,1,2,2,2,3,6,8,"213,15","262,33"
1,19,1,1,1,0,5,3,1,1,2,2,2,3,6,3,"213,11","219,76"
1,17,1,1,1,0,3,1,0,0,3,3,2,3,6,6,"194,74","220,43"
1,17,1,1,1,0,5,1,0,0,2,2,2,3,9,10,"223,19","276,7"
1,17,1,1,1,0,3,1,0,0,1,1,2,3,17,3,"291,66","254,2"
1,18,1,1,1,0,3,1,0,0,3,2,3,3,13,4,"254,55","247,88"
1,17,1,1,1,0,3,1,0,0,3,2,3,3,8,3,"223,27","240,5"
1,19,1,1,1,0,3,1,0,1,2,3,2,3,15,6,"283,43","282,61"
1,17,1,1,1,0,3,1,0,0,2,2,1,3,17,11,"282,26","291,65"
1,17,1,1,1,0,5,1,0,0,3,2,2,3,9,7,"232,31","289,06"
1,18,1,1,1,0,3,1,0,0,1,2,1,3,10,2,"234,04","211,47"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,6,4,"211,32","252,07"
1,18,1,1,1,0,5,1,0,0,1,2,1,3,9,3,"218,12","219,54"
1,17,1,1,1,0,3,1,0,0,2,2,1,3,12,7,"247,87","242,62"
1,20,1,1,1,0,5,1,1,0,2,2,2,3,7,8,"206,04","269,8"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,18,3,"272,68","240,54"
1,17,1,1,1,0,3,1,0,0,3,3,2,3,13,5,"270,23","260,07"
1,17,1,1,1,0,3,1,0,0,0,2,2,3,18,3,"300,91","227,12"
1,17,1,1,1,0,5,1,0,0,2,2,2,3,18,6,"296,53","268,54"
1,19,1,1,1,0,5,1,0,0,3,3,3,3,10,8,"229,4","273,12"
1,17,1,1,1,0,5,1,0,0,1,2,2,3,9,6,"200,92","297,55"
1,17,1,1,1,0,3,1,0,0,3,2,2,3,20,14,"323,63","369,15"
1,17,1,1,1,0,5,1,0,0,2,1,1,3,14,1,"259,48","214,25"
1,17,1,1,1,0,5,1,0,0,2,2,2,3,15,5,"267,84","279,45"
1,17,1,1,1,0,3,1,0,0,3,3,2,3,12,6,"239,56","266,93"
1,17,1,1,1,0,3,1,0,0,3,2,2,3,9,3,"229,65","193,43"
1,18,1,1,1,0,5,1,0,0,2,3,3,3,9,1,"229,02","220,64"
1,19,1,1,1,0,3,1,1,0,3,2,2,3,11,6,242,"263,78"
1,17,1,1,1,0,3,1,0,0,3,2,2,3,10,9,"238,64","301,23"
1,18,1,1,1,0,3,1,0,0,3,2,2,3,13,5,"239,8","224,36"
1,20,1,1,1,0,5,1,0,0,2,2,2,3,6,4,"184,02","254,78"
1,17,1,1,1,0,3,1,0,0,2,2,1,3,17,6,"279,33","295,79"
1,17,1,1,1,0,3,1,0,0,3,3,3,3,8,8,"206,42","264,26"
1,20,1,1,1,0,7,1,2,2,2,2,1,3,11,2,"240,45",223
1,20,1,1,1,0,5,1,0,0,3,2,2,3,19,7,"309,35","276,79"
1,18,1,1,1,0,3,1,0,0,3,3,3,3,15,7,"280,27","261,83"
1,17,1,1,1,0,5,1,0,0,2,3,2,3,18,8,"293,02","266,99"
1,18,1,1,1,0,3,1,0,0,2,2,2,3,17,5,"292,77","227,88"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,10,3,"229,71","217,58"
1,18,1,1,1,0,5,1,1,0,2,2,2,3,8,6,"245,14","208,75"
1,17,1,1,1,0,5,1,0,0,3,3,2,3,21,3,"324,42","248,05"
1,18,1,1,1,0,5,1,0,0,3,3,1,3,6,2,"177,4","233,92"
1,17,1,1,1,0,3,1,0,0,2,3,3,3,8,4,"235,98","236,74"
1,17,1,1,1,0,5,1,0,0,3,2,2,3,22,16,"320,03","361,38"
1,18,1,1,1,0,3,1,0,0,2,2,2,3,14,6,"264,08","269,82"
1,17,1,1,1,0,3,1,0,0,3,3,3,3,15,12,"277,2","331,24"
1,20,1,1,1,0,5,1,0,2,2,2,2,3,20,6,"323,2","243,6"
1,18,1,1,1,0,5,1,0,0,2,2,2,3,13,3,"264,9","219,91"
1,20,1,1,1,0,3,1,0,0,2,2,2,3,15,5,"263,93","248,3"
1,17,1,1,1,0,3,3,0,0,3,3,3,3,9,4,"232,46","233,51"
1,17,1,1,1,0,3,1,0,0,2,2,1,3,13,7,"258,53","231,22"
1,18,1,1,1,0,5,1,0,0,3,3,3,3,5,3,"178,56","209,66"
1,17,1,1,1,0,5,1,0,0,2,2,1,3,17,7,"288,35","265,82"
1,18,1,1,1,0,3,1,0,0,2,1,2,3,8,5,"228,61","256,66"
1,17,1,1,1,0,5,1,0,0,2,3,2,3,16,2,"290,93","191,26"
1,17,1,1,1,0,3,1,0,0,2,2,3,3,6,4,"218,94","242,01"
1,17,1,1,1,0,3,1,0,0,2,3,2,3,13,4,"257,6","195,78"
1,18,1,1,1,0,5,1,0,0,3,3,3,3,5,3,"169,29","196,27"
1,17,1,1,1,0,3,1,0,0,3,3,2,3,13,5,"252,39","276,01"
1,18,1,1,1,0,5,1,0,0,3,3,3,3,16,3,"278,73","253,44"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,11,5,"248,21","250,21"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,10,3,"230,88","227,14"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,6,8,"200,2","263,87"
1,18,1,1,1,0,3,1,0,0,2,2,2,3,12,6,"230,97","233,83"
1,17,1,1,1,0,7,1,1,1,2,2,2,3,15,6,"273,84","234,77"
1,17,1,1,1,0,3,3,0,0,2,2,1,3,15,6,"268,01","267,4"
1,18,1,1,1,0,3,1,0,0,3,3,2,3,18,7,"311,28","264,23"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,19,14,"320,21","352,8"
1,18,1,1,1,0,3,1,0,0,2,2,2,3,4,3,"177,92","233,5"
1,20,1,1,1,0,3,1,0,1,2,2,2,3,8,6,"218,82","234,25"
1,20,1,1,1,0,3,1,0,1,1,2,2,3,10,2,"231,94","232,58"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,4,2,"176,49","228,4"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,6,2,"194,02","191,28"
1,18,1,1,1,0,3,1,0,0,2,2,2,3,5,6,"212,78","247,7"
1,17,1,1,1,0,5,1,0,0,2,2,2,3,13,4,"271,63","231,81"
1,18,1,1,1,0,3,1,1,0,2,1,2,3,10,5,"239,39","245,71"
1,19,1,1,1,0,3,1,0,0,3,2,2,3,4,3,"162,5","210,12"
1,19,1,1,1,0,3,1,1,0,3,3,3,3,10,6,"230,76","267,78"
1,20,1,1,1,0,3,1,2,0,3,3,3,3,18,5,"299,98","257,16"
1,17,1,1,1,0,5,1,0,0,2,2,1,3,7,3,"193,79","219,76"
1,17,1,1,1,0,5,1,0,0,3,2,1,3,12,4,"259,38","228,15"
1,19,1,1,1,0,5,1,0,0,3,3,3,3,10,4,"240,21","234,03"
1,18,1,1,1,0,5,1,0,0,2,3,3,3,3,4,"153,5","198,61"
1,20,1,1,1,0,3,1,1,1,2,2,2,3,21,5,"311,01","249,82"
1,17,1,1,1,0,3,3,0,0,3,3,2,3,8,4,"207,65","212,77"
1,18,1,1,1,0,3,1,0,0,3,2,2,3,11,3,"239,89","228,23"
1,20,1,1,1,0,5,1,2,2,2,2,2,3,9,2,"234,62","225,12"
1,17,1,1,1,0,5,3,2,0,1,3,2,3,9,4,"221,46","246,47"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,4,4,"165,71","208,06"
1,20,1,1,1,0,5,1,0,2,2,2,1,3,5,4,"174,43","219,19"
1,18,1,1,1,0,5,1,0,0,3,2,2,3,8,3,"194,98","237,66"
1,19,1,1,1,0,3,1,0,0,2,2,0,3,9,6,"234,65",249
1,20,1,1,1,0,3,1,1,1,2,2,2,3,15,3,"264,27","227,76"
1,18,1,1,1,0,3,1,0,0,3,2,3,3,19,13,"312,06","361,77"
1,19,1,1,1,0,5,1,1,0,2,2,2,3,11,5,"247,11","229,39"
1,20,1,1,1,0,5,1,1,1,2,2,3,3,8,2,"221,09","211,34"
1,18,1,1,1,0,3,1,0,0,3,2,2,3,12,6,"250,81","245,78"
1,20,1,1,1,0,7,1,2,2,3,2,3,3,9,5,"207,47","232,68"
1,17,1,1,1,0,3,1,0,0,3,1,3,3,0,0,"141,22","185,62"
1,19,1,1,1,0,3,1,0,1,3,2,3,3,8,7,"230,58","270,88"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,11,6,"243,57","267,38"
1,18,1,1,1,0,3,1,0,0,2,2,0,3,8,8,"241,39","249,83"
1,17,1,1,1,0,3,1,0,0,1,2,3,3,21,6,"305,61","287,45"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,6,5,"208,33","256,81"
1,17,1,1,1,0,5,1,0,0,2,2,2,3,7,5,"213,74","217,88"
1,17,1,1,1,0,5,1,0,0,2,2,1,3,18,9,"283,52","311,22"
1,17,1,1,1,0,3,1,0,0,3,3,2,3,12,3,"260,99","218,25"
1,20,1,1,1,0,5,1,0,0,3,3,3,3,11,5,"258,05","201,91"
1,19,1,1,1,0,5,1,0,0,3,3,3,3,7,3,"206,2","202,9"
1,17,1,1,1,0,3,1,0,0,3,2,2,3,4,4,"171,53","205,28"
1,19,1,1,1,0,3,1,1,0,2,2,2,3,6,7,"200,71","227,68"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,14,4,"260,71","235,95"
1,20,1,1,1,0,3,1,1,2,2,3,2,3,16,7,"286,45","255,23"
1,17,1,1,1,0,5,1,0,0,3,2,3,3,9,4,"241,66","242,86"
1,18,1,1,1,0,5,1,1,0,3,2,2,3,15,4,"270,9","236,61"
1,18,1,1,1,0,3,1,0,0,2,2,2,3,15,8,"286,29","288,37"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,13,5,"252,77","200,74"
1,19,1,1,1,0,3,1,1,0,3,3,3,3,7,2,"196,83","194,48"
1,20,1,1,1,0,3,1,2,0,3,2,3,3,11,7,232,"247,91"
1,19,1,1,1,0,5,1,1,0,2,2,2,3,11,4,"242,34","259,3"
1,18,1,1,1,0,7,1,0,0,2,2,3,3,7,5,"220,06","247,63"
1,19,1,1,1,0,3,1,0,0,3,2,2,3,19,6,"310,36","270,67"
1,18,1,1,1,0,3,3,1,0,3,3,2,3,5,3,"205,18","221,71"
1,17,1,1,1,0,5,1,0,0,2,2,2,3,8,2,"199,79","200,11"
1,18,1,1,1,0,5,1,1,0,2,2,2,3,13,5,"269,98","234,56"
1,17,1,1,1,0,5,1,0,0,2,2,1,3,6,8,"204,2","308,69"
1,17,1,1,1,0,5,1,0,0,3,2,3,3,5,6,"187,71","287,51"
1,18,1,1,1,0,3,1,1,0,2,2,2,3,7,7,"208,82","264,73"
1,17,1,1,1,0,3,1,0,0,3,3,2,3,11,4,"255,17","257,22"
1,17,1,1,1,0,3,1,0,0,3,2,2,3,12,7,"258,54","256,22"
1,20,1,1,1,0,7,1,0,1,2,2,2,3,9,4,"215,41","206,83"
1,18,1,1,1,0,7,1,0,0,3,2,2,3,21,5,"315,9","284,02"
1,18,1,1,1,0,3,1,1,0,3,3,2,3,3,3,"181,95","229,56"
1,19,1,1,1,0,3,1,1,1,1,2,2,3,6,5,"193,81","232,71"
1,17,1,1,1,0,7,1,0,0,2,2,2,3,23,19,"343,65","404,83"
1,18,1,1,1,0,3,1,1,0,3,2,1,3,18,2,"288,49","215,21"
1,18,1,1,1,0,3,1,0,0,2,3,2,3,5,7,"212,32","247,3"
1,18,1,1,1,0,3,1,1,0,3,3,2,3,18,6,"293,65","233,51"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,15,2,"275,98","204,17"
1,17,1,1,1,0,3,1,1,0,2,2,2,3,10,8,"231,65","262,26"
1,19,1,1,1,0,5,1,1,2,3,3,3,3,23,10,"335,09","343,99"
1,19,1,1,1,0,5,1,0,0,3,3,2,3,24,7,"347,83","278,17"
1,17,1,1,1,0,5,1,0,0,3,2,2,3,20,6,"300,99","278,51"
1,17,1,1,1,0,3,3,0,0,2,3,3,3,14,7,"262,78","253,97"
1,18,1,1,1,0,3,1,0,0,1,2,1,3,19,2,"301,75","252,6"
1,19,1,1,1,0,5,1,1,0,2,2,2,3,11,4,"241,76","259,31"
1,20,1,1,1,0,7,3,2,2,2,2,2,3,12,10,"256,38","290,99"
1,19,1,1,1,0,3,1,0,0,2,2,2,3,14,5,"277,86","237,9"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,15,7,"270,61","232,29"
1,19,1,1,1,0,5,1,0,1,1,3,3,3,19,4,"303,95","206,34"
1,18,1,1,1,0,3,3,0,0,3,3,3,3,3,7,"150,91","213,38"
1,19,1,1,1,0,3,1,0,1,2,3,1,3,16,6,"293,91","232,96"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,2,0,"156,21","197,38"
1,18,1,1,1,0,3,1,0,0,2,2,2,3,11,2,"252,03","211,97"
1,17,1,1,1,0,3,1,0,0,2,2,2,3,12,3,"248,23","232,81"
1,20,1,1,1,0,5,1,1,1,2,2,2,3,13,7,"253,77","256,51"
1,18,1,1,1,0,5,3,0,1,1,1,1,3,16,5,"284,17","236,3"
1,17,1,1,1,0,3,1,0,0,0,3,3,3,23,7,"333,65","287,54"
1,19,1,1,1,0,3,1,1,0,2,2,2,3,14,4,"280,34","234,01"
1,17,1,1,1,0,3,3,0,0,2,2,1,3,9,5,"205,71","238,52"
1,17,1,1,1,0,3,1,0,0,2,2,1,3,15,4,"275,96","234,67"
1,20,1,1,1,0,5,1,2,1,3,2,1,3,20,5,"315,14","223,38"
1,17,1,1,1,0,5,1,0,0,2,2,2,3,8,2,"187,57","202,27"
1,17,1,1,1,0,5,3,0,0,2,2,2,3,16,4,"285,19","258,76"
1,18,1,1,1,0,5,3,0,0,3,3,3,3,11,6,"258,95","228,64"
1,19,1,1,1,0,5,3,0,0,2,2,2,3,3,2,"163,35","208,92"
1,20,1,1,1,0,5,1,1,1,2,3,2,3,10,7,"249,63","251,29"
1,17,1,1,1,0,3,1,0,0,2,2,1,3,14,5,"258,45","248,11"
1,20,1,1,1,0,5,1,2,0,2,1,1,3,9,5,"236,34","251,74"
1,17,1,1,1,0,3,3,0,0,2,3,3,3,9,5,"235,4","245,62"
1,18,1,1,1,0,3,1,1,0,2,2,2,3,10,1,"246,08","242,68"
1,19,1,1,1,0,3,1,1,0,1,1,1,3,20,8,"295,55","280,23"
2,17,1,1,1,0,5,1,0,0,2,1,2,3,10,5,"248,01","225,91"
2,17,1,1,1,0,3,1,0,0,2,2,2,3,6,3,"204,88","230,58"
2,18,1,1,1,0,5,1,0,0,2,2,1,3,11,7,"230,7","306,92"
2,19,1,1,1,0,3,1,1,0,3,2,2,3,16,7,"289,12","310,72"
2,17,1,1,1,0,3,1,0,0,3,2,1,3,16,5,"273,86","241,97"
2,18,1,1,1,0,3,1,0,0,2,3,3,3,7,2,"221,69","185,77"
2,19,1,1,1,0,5,1,1,1,2,2,2,3,8,2,"232,33","220,11"
2,18,1,1,1,0,5,1,1,0,3,3,2,3,22,7,"316,56","308,49"
2,18,1,1,1,0,3,1,0,0,2,2,2,3,12,5,"254,3","232,58"
2,17,1,1,1,0,5,1,0,0,2,2,2,3,18,14,"308,15","369,22"
2,18,1,1,1,0,3,1,1,1,2,2,2,3,16,6,"284,76","265,65"
2,17,1,1,1,0,3,1,0,0,2,2,2,3,15,5,"285,75","221,87"
2,18,1,1,1,0,3,1,0,0,3,3,2,3,9,8,"232,84","258,23"
2,18,1,1,1,0,3,1,1,0,3,3,3,3,21,13,"322,67","384,49"
2,18,1,1,1,0,3,1,1,0,3,3,2,3,20,3,"304,53","236,75"
2,19,1,1,1,0,3,1,2,0,3,2,2,3,19,7,"308,94","251,06"
2,19,1,1,1,0,7,2,1,0,3,2,2,3,8,3,"223,52","229,36"
2,17,1,1,1,0,3,1,2,0,2,2,2,3,15,8,"291,55","304,25"
2,18,1,1,1,0,3,1,0,0,3,2,2,3,14,11,"272,64","315,11"
2,19,1,1,1,0,3,1,2,0,3,2,2,3,15,5,"282,48","245,27"
2,17,1,1,1,0,3,1,0,0,2,2,2,3,14,8,"273,8","304,28"
2,18,1,1,1,0,3,1,1,0,3,3,1,3,21,10,"333,49","290,88"
2,17,1,1,1,0,3,1,0,0,2,2,1,3,8,4,"208,07","232,57"
