IDADE,FORMAÇÃO DA MÃE,FORMAÇÃO DO PAI,ACESSO A INTERNET,NUMERO DE COMPUTADORES,INICIOU OS ESTUDOS,CURSO O ENSINO FUNDAMENTAL,REPROVOU,ABANDONOU A  ESCOLA,GESTÃO ESCOLAR / PROFESSORES TRABALHAM COM FOCO NO SPAECE,PROFESSORES TIRAM DUVIDAS,PROFESSORES CORRIGEM AS ATIVIDADES,TURNO ESCOLAR,NUMERO DE PONTOS EM PORTUGUES,NÚMERO DE PONTOS EM MATEMÁTICA,SEXO,PROFICIENCIA EM PORTUGUES,PROFICIENCIA EM MATEMÁTICA
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
,,,,,,,,,,,,,,,,,
17,6,5,1,2,3,1,0,0,2,3,3,4,22,5,1,329.64,254.04
17,5,5,0,0,3,1,0,0,3,3,1,3,6,3,1,185.97,220
17,2,2,1,0,5,1,0,0,2,2,1,2,14,8,1,273.47,275.1
17,4,5,1,0,3,1,0,0,3,3,2,2,15,6,1,281.18,279.84
17,4,4,1,0,3,1,0,0,2,3,2,4,19,11,1,299.95,363.77
17,4,1,0,1,5,1,0,0,2,1,1,4,24,18,1,363.58,395.28
17,3,1,1,0,3,1,0,0,3,3,2,2,22,4,1,338.04,205.15
17,4,3,1,0,5,2,0,0,3,3,3,2,15,12,1,270.89,357.86
17,6,4,1,0,3,1,0,0,3,2,2,2,13,3,1,257.05,253.68
17,3,3,1,0,3,1,0,0,2,2,1,1,18,2,1,302.33,223.46
18,4,5,1,0,3,1,0,0,2,2,2,4,13,5,1,241.17,254.31
17,3,3,1,1,5,2,0,0,1,2,2,1,24,7,1,354.5,234.62
17,4,2,1,1,3,1,0,0,3,2,1,3,15,7,1,261.69,218.59
18,4,4,1,1,3,1,0,0,3,3,2,2,7,11,1,209.83,325.04
17,4,5,1,1,3,1,0,0,3,3,1,4,20,6,1,305.42,212.25
17,1,2,0,0,3,1,0,0,2,2,1,4,17,12,1,284.54,361.37
17,4,5,1,1,3,3,0,0,2,2,1,1,13,3,1,257.24,234.96
17,4,3,1,0,3,1,0,0,2,2,2,1,16,3,1,280.85,233.46
18,1,1,1,1,3,1,0,0,3,3,2,2,22,15,1,324.17,388.82
17,1,1,0,0,3,1,0,0,2,1,1,4,21,13,1,318.69,342.45
17,5,5,0,0,3,1,0,0,3,3,2,1,14,9,1,275.02,292.18
17,6,5,1,0,3,1,0,0,2,2,2,1,9,7,1,231.31,284.38
17,2,2,1,1,5,3,0,0,2,2,2,1,13,8,1,271.16,288.94
17,1,4,1,0,3,1,0,0,3,2,1,1,20,12,1,315.7,327.06
17,4,4,1,0,3,1,0,0,3,2,3,1,18,5,1,309.21,276.58
17,6,5,1,2,5,2,0,0,3,3,1,1,22,4,1,322.68,218.45
17,5,1,1,1,3,2,0,0,2,2,2,1,16,2,1,290.21,225.09
18,5,6,1,1,3,3,0,0,3,2,2,1,20,16,1,316.24,389.63
17,3,3,1,0,3,1,0,0,2,2,2,2,19,3,1,295.8,230.76
18,4,5,1,0,3,1,0,0,2,3,2,4,21,14,1,326.49,357.79
17,3,2,1,1,5,1,0,0,2,3,2,1,8,7,1,225.82,262.02
17,3,1,1,0,3,1,0,0,2,3,2,3,18,5,1,286.74,254.19
17,6,5,1,1,3,3,0,0,2,2,1,2,7,4,1,208.39,240.04
17,5,5,1,1,3,1,0,0,3,3,3,2,10,5,1,225.74,199.32
17,5,5,1,1,5,1,0,0,2,2,2,4,13,3,1,257.59,215.59
17,2,2,1,0,5,1,0,0,2,3,3,1,10,4,1,254.56,256.39
18,3,4,0,0,5,1,0,0,3,3,3,1,23,22,1,354.56,436.04
18,5,3,1,1,3,3,0,0,1,2,1,3,9,3,1,210.14,197.94
18,5,4,1,1,5,3,0,0,2,2,2,3,8,4,1,221.95,219.16
19,1,1,0,0,5,1,0,0,3,3,2,1,12,4,1,257.85,197.88
17,3,2,0,1,3,1,0,0,3,3,2,1,10,5,1,234.26,226.95
17,4,3,1,1,5,3,0,0,1,2,1,3,8,4,1,220.91,251.84
18,5,1,1,1,3,3,1,0,2,2,2,3,12,2,1,240.16,242.45
20,3,1,1,1,5,3,1,1,3,1,1,2,14,7,1,270.72,269.51
18,5,5,1,0,3,1,1,0,2,2,3,2,24,5,1,361.94,256.13
18,5,5,1,0,3,3,1,0,2,2,2,1,17,7,1,295.18,278.3
20,3,3,0,0,3,1,0,0,3,3,3,2,19,7,1,315.72,275.83
18,2,2,1,0,3,1,1,0,2,2,2,4,19,13,1,299.13,341.1
20,3,1,1,0,7,1,0,1,2,2,2,3,11,7,1,242.96,228.65
18,2,2,0,0,3,1,0,0,2,2,2,1,16,8,1,276.85,239
17,1,3,1,0,3,1,0,0,3,2,2,3,19,14,1,305.49,353.18
19,3,1,0,0,3,1,2,1,2,2,2,2,20,6,1,309.85,279.22
18,3,1,1,1,5,1,0,0,2,2,2,1,21,20,1,327.39,407.16
18,2,2,1,0,3,1,0,0,2,2,1,1,12,4,1,256.48,252.25
17,3,5,0,0,3,1,0,0,2,2,2,2,7,9,1,211.83,321.4
19,3,4,0,0,5,1,1,1,2,2,2,1,22,9,1,342,308.33
19,3,3,1,0,3,1,2,0,3,3,3,1,7,5,1,210.96,235.21
20,2,2,0,0,7,1,1,0,2,2,2,1,7,3,1,214.26,237.89
20,1,1,0,0,7,1,2,1,2,2,2,3,23,8,1,343.65,315.84
17,1,2,0,0,3,1,0,0,3,2,3,2,12,3,1,256.64,234.32
17,6,4,1,1,3,1,0,0,3,2,1,1,26,18,1,381.53,407.65
20,3,3,0,0,5,1,1,2,3,3,2,2,12,3,1,264.78,213.68
17,5,5,1,0,3,1,0,0,2,2,2,1,20,15,1,323.05,375
20,1,1,1,0,7,3,2,1,2,2,2,1,3,8,1,153.39,235.33
19,4,4,0,0,3,1,1,0,2,2,2,2,21,9,1,336.77,326.32
18,3,2,1,1,5,1,0,0,2,3,1,1,8,4,1,224.82,228.32
18,3,3,0,0,5,1,1,0,3,2,2,1,3,6,1,153.84,235.13
17,2,2,0,0,3,1,0,0,2,2,2,2,6,5,1,209.5,210.6
17,5,5,1,0,3,1,0,0,2,2,2,1,11,4,1,242.7,240.42
17,2,1,1,0,3,1,0,0,2,3,1,1,18,4,1,285.49,219.64
18,2,2,1,1,3,1,1,0,3,2,1,1,7,6,1,185.46,255.62
20,3,3,1,1,5,1,1,1,2,2,2,4,26,16,1,381.53,386.42
19,3,2,1,0,3,2,1,0,3,2,2,4,18,6,1,296.15,240.48
18,3,2,1,1,5,2,0,0,2,2,1,4,23,7,1,336.55,284.51
17,4,5,1,2,5,1,0,0,2,2,2,2,17,7,1,286.56,259
18,3,4,1,1,3,1,0,0,2,2,2,2,14,14,1,276.84,356.22
19,2,2,1,0,5,3,1,0,3,2,2,2,8,5,1,219.56,215.21
18,6,2,1,1,3,3,0,0,3,2,2,4,21,17,1,335.85,383.68
17,5,5,1,1,5,2,0,0,3,2,1,4,20,9,1,304.42,312.73
17,3,5,1,0,5,3,0,0,3,3,3,1,10,3,1,242.55,227.49
17,5,2,1,0,5,2,0,0,2,2,3,1,21,6,1,322.26,218.84
19,2,2,1,0,3,1,1,1,3,3,3,3,9,5,1,226.11,207.61
17,1,1,1,0,3,3,0,0,3,2,2,4,18,12,1,295.6,333.41
18,3,3,0,0,3,1,0,0,1,2,2,1,15,5,1,273.88,246.97
20,5,5,1,1,5,1,1,0,2,3,2,1,10,4,1,243.39,244.48
19,5,5,1,0,3,1,1,0,3,2,2,4,22,5,1,325.98,296.66
19,4,4,1,0,5,3,2,0,2,3,3,1,19,11,1,301.95,341.32
17,4,4,1,0,5,3,0,0,1,2,2,2,11,5,1,238.76,193.37
18,4,5,1,1,3,2,1,0,2,2,2,4,22,11,1,326.44,324.7
17,3,5,0,0,3,2,1,0,0,0,2,4,14,3,1,269.77,218.8
18,1,1,1,0,5,1,0,0,1,1,2,1,13,4,1,260.52,215.4
18,1,2,1,0,3,1,0,0,2,3,3,2,16,8,1,289.47,290.22
18,3,4,1,0,5,1,1,0,2,1,2,2,24,15,1,354.39,378.37
17,4,4,0,0,7,3,0,0,3,3,1,1,17,12,1,304.24,340.84
18,1,1,1,0,3,1,0,0,2,3,2,1,14,18,1,277.94,382.58
17,2,2,0,0,3,1,0,0,2,2,2,1,16,7,1,296.95,270.1
17,6,6,1,2,5,1,0,0,3,2,3,2,12,2,1,245.97,238.05
17,4,5,1,0,3,1,0,0,2,2,3,2,13,7,1,271.56,256.52
17,3,3,1,0,3,1,0,0,2,3,2,3,11,6,1,254.5,233.95
17,5,3,1,0,3,3,0,0,2,1,2,2,3,2,1,184.56,212.57
18,5,5,1,1,5,2,0,0,2,2,0,1,17,8,1,292.93,287.74
17,4,4,1,1,5,2,0,0,3,3,0,2,20,5,1,317.04,233.2
18,1,5,1,1,3,2,0,0,3,3,2,4,24,19,1,378.16,415.09
17,5,4,1,1,3,3,0,0,2,1,2,2,14,5,1,262.85,250.5
17,4,5,1,1,5,1,1,0,2,2,2,4,10,6,1,245.23,253.18
17,4,5,1,1,5,3,0,0,1,2,1,4,23,13,1,340.62,365.45
18,4,3,1,1,3,3,0,0,3,3,2,1,19,5,1,303.11,232.17
17,3,4,1,1,5,1,0,0,2,2,1,1,22,20,1,344.52,419.34
17,6,2,0,0,5,3,0,0,2,3,2,2,8,5,1,199.83,267.23
18,4,3,1,1,3,1,1,0,2,3,2,4,15,8,1,273.06,271.4
17,4,3,0,0,5,3,0,0,3,2,0,4,19,5,1,313.1,229.51
19,3,6,1,0,3,1,1,0,2,2,3,1,5,1,1,184.43,226.07
17,4,3,1,1,3,2,0,0,2,2,1,1,16,6,1,280.82,261.51
18,3,5,1,0,5,1,0,0,2,2,2,3,10,2,1,238.37,238.39
18,3,3,0,0,5,1,0,0,2,3,2,1,20,4,1,302.26,220.04
17,5,2,1,0,5,3,0,0,3,2,2,1,23,7,1,346.46,308.85
17,1,1,1,0,7,1,0,0,3,3,2,2,9,5,1,227.09,285.01
18,5,1,1,0,3,1,0,0,1,2,2,1,19,13,1,318.24,350.4
17,5,5,1,1,3,1,0,0,3,3,3,2,22,4,1,323.51,196.11
17,5,3,1,0,3,1,0,0,2,2,2,2,7,4,1,220.86,210.72
17,6,2,1,1,3,3,0,0,2,1,2,4,15,7,1,284.51,308.99
17,3,3,0,0,3,1,0,0,3,3,3,2,22,3,1,337.93,260.75
17,5,5,1,1,5,3,0,0,2,3,1,4,13,15,1,241.3,369.11
17,1,1,1,1,3,1,0,0,1,1,2,4,17,5,1,283.4,246.91
17,5,1,1,1,3,1,0,0,2,2,2,2,13,3,1,269.24,214
17,5,5,1,2,5,3,0,0,3,3,3,2,21,9,1,332.22,278.77
17,6,5,1,2,5,2,0,0,3,2,1,4,14,6,1,269.92,253.89
17,4,5,1,0,3,2,0,0,2,2,2,1,10,10,1,237.11,279.14
18,5,5,1,0,3,1,0,0,3,3,3,4,8,11,1,225.24,335.77
17,5,5,1,0,3,3,0,0,2,2,3,2,16,6,1,276.51,288.14
17,5,2,1,0,3,3,0,0,3,3,3,1,13,3,1,259.16,223.12
17,4,5,1,0,3,1,0,1,2,2,1,2,20,6,1,309.79,239.81
17,3,5,1,0,3,2,0,0,3,3,2,1,23,21,1,335.45,431.6
18,5,5,1,2,5,3,0,0,3,2,2,1,23,9,1,340.16,295.23
18,4,5,0,0,3,1,1,0,3,3,3,4,20,12,1,318.85,338.62
17,3,5,1,1,3,3,1,0,3,2,2,2,12,1,1,243.8,199.72
17,5,5,1,0,5,1,0,0,3,3,2,1,22,11,1,326.06,357.28
17,5,5,1,0,3,3,0,0,3,3,3,1,14,5,1,271.82,256.04
17,5,2,1,1,5,3,0,0,3,3,3,2,19,4,1,295.14,228.87
17,5,5,0,0,5,1,0,0,2,1,1,1,22,10,1,349.58,302.44
17,5,4,1,0,3,2,0,0,2,2,2,1,19,15,1,284.39,371.65
17,5,5,1,1,5,3,0,0,2,3,2,1,9,9,1,248.33,320.89
18,5,5,1,1,3,3,0,0,0,1,2,3,14,6,1,270.53,265.9
18,5,5,1,1,5,2,1,0,2,3,2,4,17,15,1,282.95,371.58
18,1,2,0,0,5,1,0,0,2,3,1,2,20,13,1,300.01,368.53
17,5,5,1,0,5,1,0,0,2,2,2,2,8,2,1,224.47,229.95
17,3,2,1,0,3,1,0,0,2,2,1,3,15,7,1,282.19,220.05
17,1,5,1,0,3,2,0,0,3,3,3,4,19,3,1,312.22,238.45
18,1,2,1,1,3,1,0,1,2,1,2,1,19,5,1,311.66,273.73
17,6,5,1,1,5,3,0,0,3,3,2,2,16,4,1,280.81,265.95
18,3,1,1,2,5,1,0,0,3,2,1,2,6,4,1,194.81,229.05
18,3,3,1,1,3,1,0,0,1,1,1,4,14,5,1,271.68,251.38
18,3,3,1,1,5,3,1,0,3,3,3,4,21,9,1,332.74,276.04
17,4,4,0,0,3,1,0,0,2,2,2,4,1,7,1,151.61,241.54
17,6,2,1,2,5,3,0,0,2,2,3,4,18,6,1,298.34,259.83
17,5,2,1,0,3,2,0,0,2,2,1,1,12,4,1,251.23,234.77
17,3,4,1,1,3,3,0,0,2,2,3,2,18,8,1,287.73,317.47
17,3,4,1,1,3,3,0,0,2,3,2,4,21,12,1,331.43,332.65
18,6,5,1,1,5,2,1,0,2,2,3,1,10,8,1,249.01,206.31
18,3,3,0,0,5,1,0,0,2,3,3,2,21,8,1,335.82,266.85
18,3,4,1,0,5,3,1,0,2,3,2,4,23,12,1,348.34,378.62
17,5,3,1,0,3,1,0,0,3,3,2,1,23,18,1,357.23,398.92
17,5,5,1,2,3,3,0,0,2,2,2,1,15,6,1,281.03,257.97
17,5,2,1,1,5,3,0,0,2,2,1,2,16,7,1,281.5,259.3
17,3,1,1,0,5,3,0,0,1,1,2,1,7,4,1,218.75,236.12
17,3,1,1,0,3,1,0,0,2,2,2,4,14,7,1,260.62,267.97
17,5,5,1,1,3,2,0,0,2,2,2,2,22,8,1,312.84,273.19
18,5,5,1,0,5,3,0,0,2,2,2,3,19,5,1,303.02,294.04
19,1,5,1,1,5,2,1,0,3,2,2,1,16,6,1,285.75,276.02
18,5,4,1,1,3,2,1,0,2,2,2,1,6,3,1,190.46,226.38
17,5,4,1,1,3,2,0,0,2,2,1,1,13,3,1,261.6,219.73
17,1,1,1,0,3,1,0,0,3,3,3,1,23,9,1,345.85,295.89
18,5,5,1,2,5,3,0,1,2,2,1,1,20,9,1,317.97,342.68
17,5,5,1,0,3,1,0,0,3,2,2,4,22,14,1,324.41,373.92
18,3,1,0,0,3,1,0,0,3,3,3,1,17,6,1,281.94,268.34
17,5,4,1,0,5,2,0,0,3,3,2,4,21,6,1,325.56,262.58
18,4,2,1,0,3,3,0,0,3,3,3,2,17,10,1,291.12,271.59
17,5,5,1,1,3,2,0,0,3,3,3,3,12,4,1,256.43,207.55
17,6,5,1,2,5,1,0,0,2,2,2,2,21,16,1,335.52,369.77
18,3,3,1,0,3,1,2,0,2,2,2,2,3,3,1,180.51,221.6
17,5,5,1,1,5,3,0,0,2,1,2,2,12,4,1,255.42,204.98
17,3,3,1,0,3,1,0,0,2,3,3,4,22,17,1,332.57,375.2
18,2,2,0,0,5,1,0,0,3,3,3,3,7,4,1,210.46,260.68
18,3,5,1,1,5,2,0,0,2,2,2,2,17,7,1,291.85,296.29
18,5,4,1,0,3,1,0,0,2,2,1,1,13,4,1,255.87,250
17,5,4,1,1,3,1,0,0,3,3,3,4,7,3,1,221.54,268.62
17,2,2,1,1,5,3,0,0,2,2,2,2,21,7,1,316.1,272.73
17,5,4,1,1,5,2,0,0,1,1,1,1,24,6,1,352.3,257.57
19,5,2,1,1,3,1,0,0,2,3,1,4,15,12,1,284.71,331.15
18,5,2,1,0,5,1,1,0,2,2,2,4,24,13,1,361.76,339.9
17,3,6,1,0,3,1,0,0,3,2,2,1,19,10,1,304.83,317.05
18,3,4,1,1,3,1,0,0,3,3,3,2,13,7,1,247.1,293.83
19,4,2,0,0,3,1,2,0,3,2,2,2,13,4,1,247.9,218.03
18,2,2,1,0,5,1,0,0,3,2,2,4,9,3,1,230.84,213.16
17,3,4,1,2,3,3,0,0,2,2,2,2,13,4,1,258.56,223.66
18,2,2,1,0,5,3,0,0,0,1,1,2,11,9,1,247.31,273.53
17,2,2,1,0,3,1,0,0,0,0,0,4,11,6,1,231.74,255.08
17,3,3,1,1,3,2,0,0,2,2,2,1,7,5,1,201.29,267.72
18,1,1,1,1,7,1,0,0,2,2,3,1,11,11,1,183.62,341.36
17,5,3,0,0,3,1,0,0,2,2,2,1,13,6,1,249.84,203.33
18,3,5,1,0,7,1,0,0,2,2,2,1,19,8,1,299.03,316.79
18,1,2,1,0,3,1,0,0,2,2,2,1,24,11,1,367.12,328.17
20,3,2,1,0,5,3,2,0,2,2,2,4,22,11,1,333.17,348.98
19,3,3,1,0,3,1,0,0,2,2,3,2,7,5,1,222.26,229.74
17,4,4,1,1,3,1,0,0,3,1,3,1,12,15,1,273.16,359.9
17,5,2,1,1,3,1,0,0,2,1,1,3,8,3,1,216.75,202.49
18,2,2,1,0,5,1,0,0,2,1,0,2,12,3,1,256.95,221.68
17,5,4,1,1,5,1,0,0,1,1,0,3,10,3,1,238.07,243.3
17,5,2,1,1,5,1,0,0,1,2,1,3,16,9,1,274.71,282.8
17,2,2,1,1,5,3,0,0,2,2,2,1,17,10,1,285.93,276.29
18,1,2,1,0,3,1,1,0,1,2,1,2,10,4,1,247.19,222.87
17,4,4,1,0,3,2,0,0,2,2,1,1,7,4,1,203.33,237.32
17,5,3,1,0,3,3,0,0,3,2,2,3,12,5,1,243.13,251.09
20,5,4,1,0,3,1,0,1,3,3,3,2,11,5,1,248.57,210.34
17,5,4,0,0,5,3,0,0,2,0,1,1,14,12,1,257.66,320.35
17,2,2,1,2,3,2,0,0,2,2,3,1,19,4,1,307.51,253.46
19,2,2,0,0,7,1,0,1,2,2,1,4,25,15,1,365.79,390.37
18,5,3,1,1,3,1,0,0,1,1,2,1,16,9,1,282.37,279.73
17,4,5,1,0,5,1,0,0,3,3,1,1,14,9,1,274.16,282.14
17,5,3,1,1,3,1,0,0,2,3,1,2,13,9,1,249.26,245.44
17,5,3,1,0,3,3,0,0,0,1,0,3,17,7,1,288.12,240.85
17,3,5,1,0,5,1,0,0,3,1,2,3,11,8,1,249.72,263.8
17,5,5,1,0,3,1,0,0,1,2,2,1,8,4,1,209.68,204.35
17,2,2,1,0,5,1,0,0,1,2,2,1,20,4,1,316.3,236.56
18,1,2,1,0,3,1,0,0,2,0,3,4,19,18,1,319.07,397.29
17,5,5,1,0,3,2,0,0,2,2,2,1,8,1,1,228.33,217.86
19,1,1,1,0,3,1,1,0,2,2,3,1,15,6,1,276.67,294.34
20,1,1,1,0,3,1,2,1,2,1,1,1,15,7,1,281.56,305.84
18,1,3,1,0,3,1,0,0,2,2,0,4,23,15,1,324.56,387.33
19,3,3,1,0,3,1,1,0,3,3,2,4,19,18,1,299.31,410.64
17,1,5,1,0,3,1,0,0,2,2,3,3,11,7,1,237.08,249.65
18,4,1,0,0,5,1,0,0,1,1,1,1,12,4,1,251.9,231.54
17,3,6,1,1,3,3,0,0,2,1,1,1,5,3,1,207.47,210.34
19,3,3,0,1,5,1,1,0,3,1,3,1,23,8,1,323.91,275.52
17,2,2,1,0,3,1,0,0,2,2,3,3,19,9,1,290.81,284.35
17,2,2,1,0,5,1,0,0,2,3,2,1,15,3,1,282.31,192.57
18,6,6,1,1,5,1,1,0,2,3,3,1,18,13,1,292.6,363.77
18,2,2,1,0,3,1,1,0,2,2,2,2,16,4,1,278.58,238.82
19,3,3,0,1,5,1,1,0,2,2,2,1,18,11,1,304.16,327.54
20,5,5,1,0,3,1,2,0,3,3,3,1,10,3,1,214.6,255.04
17,1,3,1,0,3,1,0,0,2,1,1,2,6,5,1,206.51,263.83
18,5,5,1,0,3,1,0,0,2,2,2,4,19,9,1,301.32,306.66
17,5,3,1,0,3,1,0,0,1,1,3,1,17,4,1,292.42,226.43
17,4,3,1,0,3,1,0,0,3,1,3,1,7,4,1,213.34,242.98
18,1,3,0,0,3,1,0,0,3,2,1,2,6,6,1,195.99,242.3
20,4,3,0,0,5,1,1,0,3,2,2,4,8,4,1,237.71,225.29
19,2,2,1,0,5,1,1,0,2,2,2,1,10,4,1,249.25,231.83
19,5,5,1,1,3,1,0,0,1,1,2,2,21,12,1,338.15,382.96
17,5,5,1,1,5,1,0,0,2,2,3,3,20,7,1,306.99,286.07
18,5,2,1,0,7,1,0,0,3,3,1,1,15,4,1,267.45,227.41
17,4,2,1,1,3,1,0,0,1,2,1,1,3,10,1,164.2,331.16
18,4,2,1,1,3,1,1,0,2,2,1,4,16,3,1,267.26,217.05
17,3,3,1,0,3,1,0,0,2,2,3,2,12,4,1,248.85,207.94
20,3,3,1,0,5,1,1,1,1,3,3,1,10,8,1,247.87,295.64
18,4,4,1,0,5,3,0,0,3,2,2,2,8,6,1,214.77,266.66
18,3,2,0,1,3,2,0,0,3,3,3,1,19,10,1,302.7,282.06
18,3,3,1,0,3,1,1,0,2,2,2,2,7,4,1,209.02,196.59
18,2,2,1,1,3,3,0,0,2,2,2,4,19,13,1,314.62,346.51
18,3,6,1,2,3,1,0,0,2,3,1,1,14,6,1,264.71,243.92
17,2,2,0,0,7,1,0,0,3,3,3,2,10,8,1,247.88,278.67
18,1,4,0,0,3,1,1,0,3,3,3,1,11,3,1,217.29,217.54
17,3,3,1,0,5,1,0,0,2,2,1,1,12,10,1,241.31,295.88
18,6,1,1,0,5,2,1,0,2,2,2,4,8,8,1,235.88,291.27
17,3,1,1,0,7,1,0,0,3,3,2,1,14,7,1,251.24,201.31
18,1,1,0,0,5,1,0,0,0,0,0,2,15,5,1,279.49,262.45
17,2,2,1,1,5,3,0,0,2,2,2,2,6,6,1,193.23,213.86
19,2,2,1,0,5,1,1,1,2,2,1,3,10,6,1,251.22,247.76
18,1,3,0,0,5,1,1,0,2,2,2,2,14,5,1,279.22,243.24
17,3,3,1,1,3,1,0,0,2,1,2,1,15,3,1,280.47,221.3
17,5,6,1,0,3,3,0,0,1,1,2,1,23,11,1,325.88,368.99
18,2,2,1,0,3,1,1,0,2,2,1,2,19,5,1,309.34,225.35
18,1,2,1,0,5,1,1,0,3,3,1,2,5,9,1,202.52,266.83
17,4,4,1,0,3,3,0,0,3,2,2,1,19,14,1,301.44,371.82
17,1,4,1,0,5,1,0,0,2,2,1,2,16,4,1,275.36,244.89
18,3,3,1,0,5,1,1,0,3,3,3,1,21,9,1,316.41,283.93
18,4,5,1,1,5,2,1,0,2,2,2,1,3,6,1,174.31,220.82
17,2,2,1,1,5,1,0,0,2,3,1,2,17,6,1,304.13,285.89
19,5,2,0,0,3,1,1,0,2,2,2,1,16,7,1,274.44,256.15
18,1,1,1,0,3,1,1,1,2,2,3,1,17,15,1,299.12,364.64
17,6,6,1,1,9,1,0,0,1,1,1,2,21,9,1,313.62,233.31
17,3,2,1,0,3,1,0,0,2,3,2,1,9,5,1,223.31,238.07
18,1,1,0,0,3,1,0,0,2,3,3,4,14,12,1,270.18,325.25
17,5,1,1,1,5,1,0,0,3,1,1,3,12,3,1,250.7,227.68
20,5,3,1,1,3,1,0,1,2,2,1,4,18,7,1,302.14,296.5
17,2,4,1,1,3,1,0,0,3,3,2,1,6,7,1,210.51,209.74
18,3,4,0,0,3,1,1,0,3,1,3,2,14,4,1,261.46,195.4
17,1,1,1,1,5,1,0,0,1,2,2,2,16,7,1,282.14,260.84
17,5,5,1,0,3,1,0,0,3,2,2,1,8,1,1,229.43,204.69
20,3,3,1,0,3,1,2,0,2,2,2,2,13,9,1,257.99,259.67
17,1,2,1,0,3,1,0,0,2,1,1,4,17,13,1,290.73,355.22
17,3,5,0,0,5,1,0,0,2,2,2,1,19,5,1,316.35,261.06
17,1,4,0,0,3,1,0,0,3,2,2,1,9,7,1,236.24,232.46
18,5,5,1,1,3,1,0,0,3,3,3,1,7,1,1,220.78,205.91
20,5,5,1,0,3,1,0,0,3,2,2,2,23,11,1,328.18,336.7
17,3,3,1,0,5,1,0,0,1,2,3,4,18,8,1,295.61,314.56
18,4,1,1,2,5,1,0,0,2,1,2,1,11,6,1,252.29,253.52
17,2,2,1,0,5,1,0,0,2,2,2,4,19,9,1,315.84,294.87
17,4,1,1,1,3,1,0,0,2,2,2,2,3,3,1,159.4,202.06
17,3,4,1,0,5,1,0,0,3,3,3,1,6,3,1,203.06,224.14
18,5,5,1,0,5,1,0,0,3,3,3,1,20,7,1,326.41,291.34
17,2,2,1,1,3,1,0,0,2,2,2,4,17,6,1,276.98,290.06
17,2,2,1,0,3,1,1,0,2,2,2,2,17,6,1,300.88,248.58
17,5,2,1,0,3,1,0,0,3,3,3,1,14,4,1,265.46,222.17
17,5,6,1,1,3,1,1,0,1,1,2,1,20,8,1,308.64,291.59
17,4,2,1,0,3,1,1,0,2,2,1,2,4,4,1,203.24,231.21
18,5,5,0,1,5,1,0,0,2,2,2,1,13,6,1,268.55,251.82
18,1,1,1,1,5,1,0,0,3,2,2,3,9,4,1,249.19,238.66
17,3,3,1,1,5,1,0,0,2,2,2,4,20,15,1,309.25,371.54
19,4,1,1,1,3,1,1,0,2,2,2,1,21,8,1,326.02,274.42
17,1,1,0,0,3,1,0,0,3,2,2,1,23,10,1,324.65,325.2
18,1,1,1,1,3,1,0,0,2,2,2,3,2,8,1,165.76,254.8
18,5,5,1,1,5,1,0,0,3,3,3,1,11,5,1,237.04,254.58
17,2,2,1,1,3,1,0,0,2,2,2,2,7,5,1,224.53,258.39
17,1,1,0,0,5,1,0,0,2,2,2,1,11,3,1,242.05,209.51
18,3,3,1,1,3,1,0,1,3,3,3,1,21,16,1,329.47,373.94
19,4,6,1,0,5,1,2,1,2,3,2,2,22,13,1,331.59,359.23
18,5,2,1,1,3,1,1,0,2,2,2,4,19,14,1,312.29,365.13
18,5,3,1,1,3,1,1,0,2,2,1,4,19,8,1,289.84,321.01
18,3,1,1,0,3,1,0,0,2,2,2,3,7,6,1,207.94,262.85
18,3,1,1,0,3,1,1,0,2,2,2,3,3,7,1,174.55,216.54
17,3,3,0,0,5,1,0,0,3,2,2,2,18,7,1,297.67,294.18
17,1,1,1,0,5,1,0,0,2,3,2,2,17,12,1,283.71,307.38
18,5,3,1,0,3,1,0,0,2,2,2,1,8,3,1,216.59,219.98
18,1,1,1,0,3,1,1,0,3,3,3,1,13,10,1,251.59,330.48
19,3,3,1,1,3,2,1,1,3,0,3,2,20,14,1,324.23,367.48
17,4,4,1,0,5,1,0,0,3,3,3,1,8,10,1,233,285.19
17,3,3,1,0,3,1,0,0,2,2,2,1,19,3,1,312.07,253.68
20,1,1,1,0,5,3,2,0,1,1,2,4,16,4,1,281.65,223.72
20,1,1,0,0,7,1,0,0,3,3,3,3,13,3,1,268.83,202.81
18,2,2,1,0,5,1,2,0,2,1,1,1,6,8,1,194.98,325.2
17,5,5,1,0,3,3,0,0,1,2,1,2,17,6,1,269.48,282.34
18,3,3,0,0,5,1,0,0,3,3,3,1,16,8,1,288.17,279.65
18,1,1,1,0,5,1,0,0,3,3,2,4,23,7,1,333.59,319.73
18,6,3,1,2,3,1,1,0,2,2,1,3,16,7,1,283.88,279.35
19,4,1,1,0,5,1,1,0,3,3,3,2,12,6,1,265.67,254.41
18,5,5,1,1,3,1,1,0,2,2,1,1,15,6,1,268.77,224.53
18,5,2,0,0,3,2,1,0,2,2,2,2,18,7,1,307.25,293.39
17,3,5,1,1,5,1,0,0,0,3,1,1,21,9,1,321.9,269.06
17,3,3,0,1,3,1,0,0,2,1,1,2,13,8,1,246.8,261.76
17,3,4,1,0,3,1,0,0,3,3,2,3,12,3,1,252.57,225.33
